Rank,University,Points
1,University of Toronto,58.68
2,École de Technologie Superieure,57.89
3,University of Manitoba,57.63
4,Western University,55.81
5,Carleton University,55.49
6,Queen's University,53.93
7,University of Alberta,53.8
8,University of British Columbia - Vancouver,53.47
9,École Polytechnique de Montréal,51.67
10,Ryerson University,50.89
11,McGill University,49.6
12,Université Laval,49.53
13,University of Calgary,49.18
14,Dalhousie University,48.55
15,University of Saskatchewan,48.34
16,University of Waterloo,48.19
17,University of Ontario Institute of Technology,47.61
18,University of Ottawa,47.56
19,McMaster University,46.3
20,University of Victoria,44.56
21,Université du Québec à Trois-Rivières,44.07
22,University of Windsor,42.25
23,Université de Sherbrooke,41.93
24,University of Guelph,39.95
25,University of Regina,38.96
26,Memorial University of Newfoundland,38.59
27,Concordia University,38.39
28,Lakehead University,38.34
29,University of British Columbia - Okanagan,38.04
30,Cégep du Vieux Montréal,37.37
31,Université du Québec à Chicoutimi,36.27
32,University of New Brunswick,29.6
33,École nationale d'aérotechnique,19.9
34,Fanshawe College,15.5
