Rank,University,Points
1,École de Technologie Superieure,5464.51
2,University of Toronto,4240.05
3,University of Waterloo,3270.88
4,École Polytechnique de Montréal,3229.68
5,Western University,3186.79
6,Université Laval,2539.81
7,McGill University,2338.37
8,Carleton University,2076.48
9,Université du Québec à Trois-Rivières,1755.62
10,University of Alberta,1285.29
11,University of Manitoba,1087.58
12,University of Victoria,1064.04
13,Ryerson University,1059.21
14,Queen's University,1055.72
15,University of British Columbia - Vancouver,921.63
16,Concordia University,911.48
17,Université de Sherbrooke,895.52
18,University of Calgary,601.5
19,University of Windsor,587.44
20,Lakehead University,438.8
21,University of Guelph,337.2
22,McMaster University,296.23
23,Dalhousie University,292.1
24,Université du Québec à Chicoutimi,269.34
25,University of Saskatchewan,263.6
26,Cégep du Vieux Montréal,194.1
27,University of Ottawa,59.0
28,University of British Columbia - Okanagan,34.0
29,University of Ontario Institute of Technology,15.0
30,Fanshawe College,0.0
31,Memorial University of Newfoundland,0.0
32,University of New Brunswick,0.0
33,University of Regina,0.0
34,École nationale d'aérotechnique,0.0
