Rank,University,Lowest Place,#
1,École de Technologie Superieure,1st,14
2,University of Waterloo,1st,1
3,École Polytechnique de Montréal,1st,1
4,McGill University,2nd,1
5,Western University,2nd,1
6,University of Toronto,3rd,2
7,Queen's University,4th,1
8,University of Manitoba,4th,1
9,Université Laval,4th,1
10,McMaster University,6th,1
11,Ryerson University,6th,1
12,University of British Columbia - Vancouver,6th,1
13,University of Alberta,7th,3
14,University of Calgary,7th,1
15,Université du Québec à Trois-Rivières,7th,1
16,Université de Sherbrooke,9th,2
17,Carleton University,9th,1
18,University of Windsor,10th,1
19,University of Victoria,11th,2
20,University of British Columbia - Okanagan,11th,1
21,Concordia University,13th,1
22,Cégep du Vieux Montréal,14th,1
23,University of Saskatchewan,14th,1
24,University of Guelph,16th,1
25,University of Ontario Institute of Technology,17th,2
26,Fanshawe College,18th,1
27,Dalhousie University,21st,1
28,University of Ottawa,22nd,1
29,Université du Québec à Chicoutimi,31st,1
30,Lakehead University,41st,1
31,Memorial University of Newfoundland,43rd,1
32,University of New Brunswick,55th,1
33,University of Regina,59th,1
34,École nationale d'aérotechnique,115th,1
