Rank,University,Lowest Place,#
1,Kasetsart University,1st,1
2,King Mongkut's University of Technology Thonburi,1st,1
3,Siam University,1st,1
4,King Mongkut's Institute of Technology Ladkrabang,10th,1
5,Maejo University,12th,1
6,Chulalongkorn University,21st,1
7,Prince of Songkla University,22nd,2
8,Thai-Nichi Institute of Technology,34th,2
