Rank,University,Lowest Place,#
1,Kasetsart University,2nd,1
2,Prince of Songkla University,3rd,1
3,King Mongkut's University of Technology Thonburi,9th,1
4,Siam University,18th,1
5,King Mongkut's Institute of Technology Ladkrabang,27th,1
6,Thai-Nichi Institute of Technology,27th,1
7,Maejo University,30th,1
8,Chulalongkorn University,N/A,0
