Rank,University,Lowest Place,#
1,Siam University,4th,1
2,King Mongkut's University of Technology Thonburi,7th,1
3,Prince of Songkla University,9th,1
4,Thai-Nichi Institute of Technology,13th,1
5,King Mongkut's Institute of Technology Ladkrabang,22nd,1
6,Kasetsart University,29th,1
7,Chulalongkorn University,30th,1
8,Maejo University,N/A,0
