Rank,University,Lowest Place,#
1,King Mongkut's University of Technology Thonburi,7th,1
2,Siam University,8th,1
3,King Mongkut's Institute of Technology Ladkrabang,10th,1
4,Kasetsart University,13th,1
5,Prince of Songkla University,16th,1
6,Thai-Nichi Institute of Technology,21st,1
7,Chulalongkorn University,32nd,1
8,Maejo University,37th,1
