Rank,University,Lowest Place,#
1,King Mongkut's Institute of Technology Ladkrabang,14th,1
2,King Mongkut's University of Technology Thonburi,18th,1
3,Kasetsart University,21st,1
4,Prince of Songkla University,21st,1
5,Chulalongkorn University,25th,1
6,Thai-Nichi Institute of Technology,34th,1
7,Siam University,48th,1
8,Maejo University,59th,1
