Rank,University,Points
1,Universität Stuttgart,5110.3
2,Technical University of Munich,4724.8
3,Karlsruhe Institute of Technology,4662.9
4,Westsächsische Hochschule Zwickau,3725.2
5,Technische Universität Dresden,3389.85
6,Technische Universität Darmstadt,3221.58
7,Fachhochschule München,3193.52
8,Duale Hochschule Baden-Württemberg Stuttgart,2708.01
9,Technische Universität Bergakademie Freiberg,2650.97
10,Rheinisch-Westfälische Technische Hochschule Aachen,2592.78
11,Hochschule Bonn-Rhein-Sieg,2507.54
12,Technische Universität Hamburg,2504.06
13,Ostbayerische Technische Hochschule Amberg-Weiden (OTH),2393.0
14,Leibniz Universität Hannover,2187.83
15,Deggendorf Institute of Technology,2174.48
16,Hochschule Esslingen,2060.06
17,Fachhochschule Kiel,2057.33
18,Technische Hochschule Ingolstadt,1853.58
19,Technische Hochschule Köln,1626.78
20,Universität Bayreuth,1549.47
21,Technische Universität Kaiserslautern,1514.0
22,Universität Siegen,1503.96
23,Hochschule RheinMain,1476.03
24,Hochschule für angewandte Wissenschaften Augsburg,1445.04
25,Ostfalia University of Applied Sciences,1324.08
26,Technische Universität Braunschweig,1282.55
27,Hochschule für angewandte Wissenschaft und Kunst HildesheimHolzmindenGöttingen,1176.87
28,Fachhochschule für Wirtschaft und Technik,1155.93
29,Fachhochschule Osnabrück,1101.9
30,Hochschule Aalen - Technik und Wirtschaft,1094.19
31,Georg-Simon-Ohm-Hochschule Nürnberg,974.59
32,Ostbayerische Technische Hochschule Regensburg,874.2
33,Universität Duisburg-Essen,800.66
34,UAS Würzburg-Schweinfurt,739.8
35,Technische Universität Berlin,705.83
36,Technische Universität Ilmenau,693.0
37,Technische Universität Clausthal,622.18
38,Duale Hochschule Baden-Württemberg - Mannheim,545.6
39,Universität Bremen,493.25
40,Hochschule für Angewandte Wissenschaften Hof,477.18
41,Fachhochschule Konstanz,461.7
42,Saarland University,451.56
43,Hochschule Mannheim,443.2
44,Universität Paderborn,443.19
45,Technische Universität Chemnitz,406.0
46,Hochschule Landshut,357.47
47,Universität Kassel,319.95
48,UAS Kempten,290.0
49,Hochschule Ruhr West - UAS,257.18
50,University of Applied Sciences Ravensburg-Weingarten,253.5
51,Ulm University of Applied Sciences,188.0
52,Hochschule Pforzheim,170.0
53,Friedrich-Alexander-Universität Erlangen-Nürnberg,164.0
54,Hochschule Darmstadt UAS,158.0
55,Technische Hochschule Ostwestfalen-Lippe,120.0
56,Ruhr-Universität Bochum,119.2
57,Technische Universität Dortmund,93.91
58,Hochschule Niederrhein,84.38
59,Otto-von-Guericke-Universität Magdeburg,69.0
60,Hochschule für Technik und Wirtschaft Mittweida,61.0
61,Duale Hochschule Baden-Württemberg Mosbach,60.0
62,Hochschule Düsseldorf,51.04
63,Universität der Bundeswehr München,50.0
64,Hochschule Karlsruhe - Technik und Wirtschaft,40.0
65,Rhein-Waal University of Applied Sciences,0.0
