Rank,University,Points
1,Universität Stuttgart,30580
2,Karlsruhe Institute of Technology,23762
3,Technical University of Munich,21897
4,Westsächsische Hochschule Zwickau,19557
5,Duale Hochschule Baden-Württemberg Stuttgart,16640
6,Technische Universität Dresden,16241
7,Fachhochschule München,15360
8,Technische Universität Bergakademie Freiberg,14051
9,Hochschule Bonn-Rhein-Sieg,12511
10,Ostbayerische Technische Hochschule Amberg-Weiden (OTH),12375
11,Technische Universität Darmstadt,11844
12,Rheinisch-Westfälische Technische Hochschule Aachen,11293
13,Technische Universität Hamburg,11208
14,Fachhochschule Kiel,10204
15,Deggendorf Institute of Technology,9507
16,Hochschule Esslingen,9413
17,Technische Hochschule Ingolstadt,8601
18,Leibniz Universität Hannover,7598
19,Universität Bayreuth,7521
20,Ostfalia University of Applied Sciences,7036
21,Hochschule für angewandte Wissenschaften Augsburg,6022
22,Georg-Simon-Ohm-Hochschule Nürnberg,5714
23,Universität Siegen,5705
24,Fachhochschule Osnabrück,5375
25,Technische Universität Kaiserslautern,4814
26,Hochschule RheinMain,4624
27,Technische Hochschule Köln,4567
28,Hochschule für angewandte Wissenschaft und Kunst HildesheimHolzmindenGöttingen,4557
29,Technische Universität Berlin,4356
30,UAS Würzburg-Schweinfurt,4108
31,Fachhochschule für Wirtschaft und Technik,3700
32,Ostbayerische Technische Hochschule Regensburg,3682
33,Technische Universität Braunschweig,3225
34,Hochschule Aalen - Technik und Wirtschaft,2977
35,Duale Hochschule Baden-Württemberg - Mannheim,2263
36,Universität Paderborn,2241
37,Universität Duisburg-Essen,2116
38,Technische Universität Clausthal,1983
39,Technische Universität Ilmenau,1827
40,Fachhochschule Konstanz,1664
41,University of Applied Sciences Ravensburg-Weingarten,1568
42,Hochschule Landshut,1563
43,Hochschule für Angewandte Wissenschaften Hof,1535
44,Universität Bremen,1529
45,Hochschule Mannheim,1459
46,Ulm University of Applied Sciences,1358
47,Saarland University,1258
48,Hochschule Pforzheim,1156
49,Universität Kassel,1151
50,Technische Universität Chemnitz,1105
51,Friedrich-Alexander-Universität Erlangen-Nürnberg,875
52,Ruhr-Universität Bochum,839
53,Hochschule Ruhr West - UAS,810
54,Hochschule Darmstadt UAS,672
55,UAS Kempten,660
56,Otto-von-Guericke-Universität Magdeburg,652
57,Technische Universität Dortmund,624
58,Technische Hochschule Ostwestfalen-Lippe,500
59,Hochschule Niederrhein,383
60,Hochschule für Technik und Wirtschaft Mittweida,379
61,Hochschule Düsseldorf,240
62,Hochschule Karlsruhe - Technik und Wirtschaft,182
63,Duale Hochschule Baden-Württemberg Mosbach,177
64,Universität der Bundeswehr München,119
65,Rhein-Waal University of Applied Sciences,22
