Rank,University,Lowest Place,#
1,Universitatea Transilvania din Braşov,2nd,1
2,Universitatea Politehnica Timișoara,10th,1
3,University Politehnica Of Bucharest,11th,1
4,Gheorghe Asachi Technical University of Iaşi,13th,1
