Rank,University,Lowest Place,#
1,Universitatea Transilvania din Braşov,8th,2
2,Gheorghe Asachi Technical University of Iaşi,13th,1
3,University Politehnica Of Bucharest,15th,1
4,Universitatea Politehnica Timișoara,42nd,1
