Rank,University,Lowest Place,#
1,University Politehnica Of Bucharest,1st,1
2,Universitatea Transilvania din Braşov,2nd,1
3,Universitatea Politehnica Timișoara,11th,1
4,Gheorghe Asachi Technical University of Iaşi,12th,1
