Rank,University,Points
1,Universitatea Transilvania din Braşov,261.96
2,University Politehnica Of Bucharest,188.4
3,Universitatea Politehnica Timișoara,154.6
4,Gheorghe Asachi Technical University of Iaşi,137.42
