Rank,University,Lowest Place,#
1,Fachhochschule Joanneum Graz,1st,1
2,Technische Universität Graz,3rd,1
3,Technische Universität Wien,3rd,1
4,Leopold-Franzens-Universität Innsbruck,N/A,0
