Rank,University,Lowest Place,#
1,Czech Technical University in Prague,1st,3
2,Brno University of Technology,2nd,2
3,VŠB - Technical University of Ostrava,2nd,1
4,Czech University of Life Sciences Prague,6th,2
5,University of West Bohemia,6th,2
6,Technical University of Liberec,11th,1
