Rank,University,Points
1,Brno University of Technology,48.09
2,Czech Technical University in Prague,33.97
3,University of West Bohemia,29.34
4,VŠB - Technical University of Ostrava,26.51
5,Czech University of Life Sciences Prague,21.64
6,Technical University of Liberec,8.83
