Rank,University,Lowest Place,#
1,Brno University of Technology,1st,4
2,Czech Technical University in Prague,1st,2
3,Czech University of Life Sciences Prague,3rd,1
4,VŠB - Technical University of Ostrava,3rd,1
5,Technical University of Liberec,10th,2
6,University of West Bohemia,11th,1
