Rank,University,Lowest Place,#
1,Brno University of Technology,1st,1
2,Czech Technical University in Prague,3rd,1
3,VŠB - Technical University of Ostrava,3rd,1
4,Czech University of Life Sciences Prague,4th,1
5,Technical University of Liberec,6th,1
6,University of West Bohemia,9th,1
