Rank,University,#,Points
1,Universidad LaSalle,1,328.9
2,Universität Stuttgart,67,245.88223880597022
3,University of Wollongong,22,234.25136363636364
4,University of Western Australia,21,225.9152380952381
5,Yokohama National University,15,222.4
6,Monash University,32,209.769375
7,Hochschule Esslingen,45,202.80777777777774
8,Nihon Automobile College,10,197.36900000000003
9,Griffith University,5,196.35999999999999
10,GFR DHBW Ravensburg & Oregon State University,36,195.64999999999998
11,Gujarat Technological University,5,195.0
12,Tallinn TU UAS,10,193.642
13,Cornell University,27,193.48296296296297
14,Technische Universität Graz,66,190.53030303030306
15,Nagoya University,13,184.94923076923078
16,Kyoto Institute of Technology,13,181.90692307692308
17,Beijing Institute of Technology,2,179.235
18,University of Canterbury,4,177.75
19,ETH Zürich,8,176.46875
20,Dartmouth College,17,176.16117647058826
21,University of Queensland,18,174.64777777777778
22,Rochester Institute of Technology,51,174.64235294117648
23,Fachhochschule Coburg,48,170.11562500000002
24,Shibaura Institute of Technology,20,168.9895
25,Texas A&M University,20,168.38750000000002
26,University of Michigan - Ann Arbor,43,166.34627906976743
27,Osaka University,17,165.98529411764707
28,Clemson University,26,165.2426923076923
29,Edith Cowan University,12,163.27416666666667
30,RMIT University,26,163.0773076923077
31,Santa Clara University,1,162.74
32,Centro Universitário da FEI,19,158.7263157894737
33,Utsunomiya University,17,157.4935294117647
34,University of Texas at Arlington,29,156.12655172413793
35,University of Tasmania,5,155.99200000000002
36,Tokyo City University,17,155.9264705882353
37,Czech Technical University in Prague,36,155.71388888888885
38,Helsinki Metropolia University of Applied Sciences,24,154.93958333333333
39,University of Melbourne,18,153.77722222222224
40,Chiba University,15,152.51666666666668
41,Universitat Politécnica de Valéncia,22,151.93772727272727
42,University of Sydney,18,150.75833333333333
43,Fachhochschule Joanneum Graz,59,150.44016949152544
44,Brno University of Technology,29,150.27206896551724
45,The University of Akron,49,149.3187755102041
46,Sophia University,28,148.66357142857143
47,Technische Hochschule Mittelhessen,16,146.27875
48,University Of Hertfordshire,34,145.31705882352944
49,The University of Tokyo,14,143.6842857142857
50,Kokushikan University,20,143.261
51,Vishwakarma Institute of Technology,2,143.185
52,Centro Universitário Facens,19,143.07105263157897
53,Auburn University,38,142.81078947368422
54,Tongji University,12,142.62916666666663
55,Fachhochschule Kiel,12,142.32583333333332
56,Westsächsische Hochschule Zwickau,11,142.15818181818182
57,Hochschule für Angewandte Wissenschaften Hamburg,48,141.655
58,University of Florida,27,140.11777777777777
59,Ostbayerische Technische Hochschule Amberg-Weiden (OTH),24,139.26166666666666
60,University of Washington,31,138.65870967741935
61,Missouri University of Science and Technology,43,138.63697674418603
62,University of Wisconsin-Madison,36,137.52805555555557
63,École de Technologie Superieure,40,136.61275
64,Ibaraki University,14,136.25857142857143
65,Australian National University,6,135.83833333333334
66,Tokai University,20,135.59099999999998
67,Siam University,3,135.47333333333333
68,King Mongkut's University of Technology Thonburi,8,134.84625
69,Czech University of Life Sciences Prague,15,134.776
70,Instituto Tecnológico de Buenos Aires,1,134.7
71,Université Laval,19,133.6742105263158
72,Curtin University,15,133.47733333333332
73,Wroclaw University of Technology,31,133.03064516129035
74,COEP Technological University ,2,132.99
75,Universität Siegen,3,131.31333333333336
76,Chalmers University of Technology,22,131.01681818181817
77,Politecnico di Torino,19,130.42526315789473
78,Technical University of Munich,46,129.65891304347824
79,Toyohashi University of Technology,12,129.37
80,Nippon Institute of Technology,11,129.23454545454544
81,Nagoya Institute of Technology,17,128.9858823529412
82,Kanazawa University,18,128.61722222222224
83,California State Polytechnic University Pomona,31,127.92774193548387
84,Tokyo University of Science,15,127.26733333333333
85,Østfold University College,1,127.2
86,Ritsumeikan University,15,126.32266666666668
87,University of West Bohemia,10,126.10999999999999
88,Universität Kassel,21,126.10666666666665
89,University of Kansas,42,125.79
90,WIZ International College of Information and Technology,1,125.61
91,Alma Mater Studiorum - Università di Bologna,25,124.37720000000002
92,TU Delft,16,123.28437500000001
93,Queensland University of Technology,10,122.921
94,Kookmin University,16,122.688125
95,University of Adelaide,17,122.51176470588234
96,Széchenyi István University,20,122.008
97,Technische Universität Braunschweig,16,120.810625
98,Hubei University of Automotive Technology,5,120.08
99,University of Toledo,39,119.84948717948716
100,Kyoto University,16,119.62875
101,Friedrich-Alexander-Universität Erlangen-Nürnberg,39,118.98128205128207
102,Georgia Institute of Technology,29,118.62758620689655
103,University of Missouri,37,118.04324324324323
104,Doshisha University,16,117.980625
105,University of Toronto,36,117.77916666666667
106,Ben-Gurion University of the Negev,7,117.73142857142857
107,Michigan State University,35,117.68257142857144
108,Swinburne University of Technology,11,115.07181818181817
109,National University of Singapore,16,115.06125
110,College of Science and Technology Nihon University,17,114.94588235294117
111,Western Washington University,18,114.45444444444446
112,Thai-Nichi Institute of Technology,3,114.35666666666667
113,University of Oklahoma,31,114.23580645161292
114,KTH Royal Institute of Technology,10,113.981
115,University of Applied Sciences Ravensburg-Weingarten,32,113.411875
116,University of Auckland,13,113.32461538461538
117,Karlsruhe Institute of Technology,47,113.19106382978724
118,Saitama University,3,113.19000000000001
119,The Ohio State University,34,112.9305882352941
120,Politecnico di Milano,24,112.89041666666667
121,Technische Universität Bergakademie Freiberg,10,112.867
122,Technische Universität Darmstadt,17,112.3529411764706
123,Korea University of Technology and Education,3,112.15333333333335
124,Fachhochschule Stralsund,35,112.14771428571429
125,Staffordshire University,4,111.975
126,Hochschule Karlsruhe - Technik und Wirtschaft,35,111.89285714285714
127,Oregon State University,14,111.83357142857142
128,Shizuoka University,16,111.605625
129,Dr. D. Y. Patil Institute Of Engineering and Technology,2,110.4
130,University of Bath,41,109.80804878048781
131,University of Illinois at Urbana-Champaign,40,109.58075000000001
132,Kingston University,2,109.45
133,Massachusetts Institute of Technology,9,109.01333333333332
134,Kanagawa Institute of Technology,15,108.89733333333334
135,École Polytechnique de Montréal,30,107.656
136,North Carolina State University,25,107.5484
137,Università degli studi di Padova,29,107.18724137931034
138,University of Connecticut,20,107.149
139,University of Waikato,10,107.14000000000001
140,California State University Northridge,22,107.05545454545454
141,Technische Universität Berlin,33,106.61181818181818
142,Ostbayerische Technische Hochschule Regensburg,32,106.3709375
143,University of New South Wales,20,106.16399999999999
144,Shizuoka Institute of Science and Technology,14,105.96714285714287
145,University of Cincinnati,32,105.6653125
146,National Tsing Hua University,3,105.62666666666667
147,Institute of Technologists,13,103.91230769230768
148,University of Wales Trinity Saint David,10,103.739
149,Kasetsart University,5,103.128
150,University of Ulsan,3,102.83
151,Kobe University,15,102.71466666666667
152,San José State University,21,102.22857142857141
153,Brown University,25,102.22079999999998
154,Fachhochschule Osnabrück,5,99.66600000000001
155,Budapest University of Technology and Economics,17,99.12647058823529
156,University of Waterloo,33,99.11757575757576
157,Drexel University,20,98.78099999999999
158,Fachhochschule München,34,98.66823529411764
159,Hokkaido Automotive Engineering College,1,98.61
160,Osaka City University,10,97.304
161,Xiamen University of Technology,3,97.08666666666666
162,University of Modena and Reggio Emilia,32,96.4778125
163,Villanova University,12,96.39166666666667
164,Poznan University of Technology,11,96.06999999999998
165,Ostfalia University of Applied Sciences,13,96.03999999999999
166,University of Minnesota Twin Cities,22,95.94909090909091
167,Kyushu Institute of Technology,15,95.31400000000001
168,Tokyo Metropolitan University,4,94.6925
169,Hochschule für Technik und Wirtschaft Mittweida,10,94.49
170,Western University,34,93.72911764705883
171,Aristotle University of Thessaloniki,22,93.59272727272727
172,The University of Michigan-Dearborn,25,93.21
173,University of the Pacific,1,92.8
174,Hochschule Darmstadt UAS,31,92.75161290322582
175,California State Polytechnic University - San Luis Obispo,21,91.68761904761907
176,California State University Sacramento,17,91.54764705882354
177,Hope College,5,91.38000000000001
178,Ceylon-German Technical Training Institute,1,90.88
179,McGill University,26,89.93730769230771
180,University of Maryland,21,89.54523809523809
181,University of South Florida,21,89.49476190476192
182,Technische Hochschule Köln,5,89.28799999999998
183,Pennsylvania State University,27,89.16592592592593
184,Białystok University of Technology,25,88.9348
185,Kennesaw State University,18,88.88666666666667
186,Lund University,16,88.290625
187,Universidade Federal de Santa Maria,10,88.059
188,Virginia Polytechnic Institute and State University,31,87.6058064516129
189,Universidade Independente,1,87.58
190,Ferdowsi University of Mashad,1,87.01
191,Hunan University,4,86.7125
192,Queen's University Belfast,15,86.656
193,Prince of Songkla University,5,86.21
194,Iowa State University,29,86.07999999999998
195,University of Yamanashi,13,85.9523076923077
196,Rutgers The State University of New Jersey,32,85.5078125
197,Union College,3,85.21666666666667
198,Technische Universität Ilmenau,2,84.62
199,Rensselaer Polytechnic Institute,32,84.4303125
200,Florida Atlantic University,12,84.23333333333333
201,Indiana University – Purdue University Indianapolis,4,84.2
202,North Carolina Agricultural and Technical State University,3,84.07000000000001
203,Technische Hochschule Ostwestfalen-Lippe,15,83.81266666666667
204,Universidade Federal de Minas Gerais,7,83.71428571428571
205,Rose-Hulman Institute of Technology,12,83.38333333333334
206,Carleton University,25,83.0592
207,Universidade Paulista,11,83.03545454545456
208,Technische Universität Wien,15,82.73800000000001
209,Oxford Brookes University,41,82.64268292682927
210,Universidade Estadual de Campinas,14,82.61500000000001
211,Liverpool John Moores University,11,82.23636363636363
212,Kogakuin University,13,81.55230769230768
213,Purdue University - West Lafayette,29,81.48965517241382
214,Toyota Technical College Nagoya,11,81.32272727272726
215,Saginaw Valley State University,21,80.63809523809523
216,Osaka Sangyo University,13,80.52846153846154
217,UAS Kempten,29,80.47034482758622
218,University of Texas at Austin,21,80.2547619047619
219,University of Aberdeen,12,80.19166666666665
220,Yıldız Technical University,15,80.02133333333333
221,Teikyo University,3,79.86999999999999
222,University of Leeds,27,79.42148148148146
223,Waseda University,11,79.04818181818182
224,University of New South Wales - Australian Defence Force Academy,14,78.65
225,University of Technology Sydney,11,78.45272727272729
226,Chungbuk National University,2,78.4
227,Kettering University,33,78.29030303030302
228,Loughborough University,35,78.10142857142857
229,Milwaukee School of Engineering,9,77.60888888888888
230,Cardiff University Wales,24,77.26291666666667
231,Universität Paderborn,35,76.89971428571428
232,Indian Institute of Technology Madras,9,76.86
233,Rzeszów University of Technology,12,76.46333333333332
234,University of Wyoming,4,76.45750000000001
235,Université du Québec à Trois-Rivières,23,76.3313043478261
236,Universitas Negeri Yogyakarta,5,76.048
237,University of Oulu,2,75.85
238,UAS Würzburg-Schweinfurt,20,75.686
239,University of North Carolina at Charlotte,17,74.85941176470588
240,Tokyo Denki University,28,74.79821428571428
241,Meijo University,17,74.67176470588234
242,Oakland University,28,74.57928571428572
243,VŠB - Technical University of Ostrava,11,73.94454545454545
244,Karlstad University,12,73.68333333333334
245,Università degli Studi della Tuscia,10,73.576
246,Brunel University London,31,73.24225806451612
247,Hokkaido University,12,73.13166666666667
248,Keio University,13,73.03615384615385
249,University of Virginia,1,72.5
250,Tokyo University of Agriculture and Technology,14,72.02357142857144
251,Duke University,24,71.61833333333334
252,Università degli Studi di Firenze,13,71.50615384615384
253,Fachhochschule Konstanz,33,71.34393939393941
254,Seikei University,11,71.20272727272727
255,Sanyo-Onoda City University at Tokyo University of Science,8,70.88125
256,Honda Technical College Kanto,12,70.51583333333333
257,Osaka Institute of Technology,11,69.67181818181818
258,University of Pittsburgh,34,68.66058823529411
259,Georgia Southern University,13,68.53846153846155
260,Louisiana State University,21,68.10333333333334
261,Università della Calabria,11,67.75727272727272
262,Kinki University,16,67.09375
263,Aichi Institute of Technology,9,67.05666666666667
264,Worcester Polytechnic Institute,16,66.87625
265,State University of New York at Buffalo,13,66.56615384615384
266,University of New Mexico,19,66.35894736842106
267,Clarkson University,19,66.22684210526316
268,Universität Bayreuth,11,65.32727272727273
269,The University of Newcastle,14,65.05785714285713
270,University of Surrey,7,64.94285714285714
271,University of North Texas,8,64.8375
272,Michigan Technological University,23,64.22086956521738
273,University of Idaho,7,63.885714285714286
274,University of Strathclyde,29,63.76931034482759
275,Escola de Engenharia de São Carlos da Universidade de São Paulo,15,63.27133333333334
276,Lafayette College,7,62.88428571428572
277,Hochschule Bonn-Rhein-Sieg,3,62.82
278,Università di Pisa,24,62.723749999999995
279,Universidade de Lisboa - Instituto Superior Técnico,5,62.577999999999996
280,Ulm University of Applied Sciences,26,61.95615384615385
281,PES University,3,61.73333333333333
282,University of Malta,6,61.6
283,Universidade Federal do Rio de Janeiro,12,60.67750000000001
284,University of Pennsylvania,7,60.67142857142858
285,University of Fukui,14,60.192142857142855
286,University of Messina,1,59.9
287,University of Victoria,18,59.11333333333333
288,Duale Hochschule Baden-Württemberg Stuttgart,3,57.71
289,University of Alabama,15,57.474000000000004
290,Technical University of Liberec,7,57.27142857142858
291,Oregon Institute of Technology,9,57.06666666666667
292,Centro Federal de Educação Tecnológica de Minas Gerais,13,56.46153846153846
293,College of Industrial Technology Nihon University,11,56.097272727272724
294,Fachhochschule Hannover,18,56.01
295,Swansea University,17,55.84294117647059
296,Universidad Simón Bolívar,19,55.66052631578948
297,Kanazawa Institute of Technology,14,55.565000000000005
298,University of California San Diego,14,55.42142857142857
299,Gadjah Mada University,8,54.712500000000006
300,University of Nebraska–Lincoln,15,54.11
301,Norwegian University of Science and Technology,4,53.8975
302,Minnesota State University Mankato,17,53.84058823529411
303,University of Alberta,24,53.55375
304,University of Malaga,5,53.36
305,Kurume Institute of Technology,13,53.33461538461539
306,University of Zagreb,8,53.275000000000006
307,University of California Berkeley,15,53.266666666666666
308,AGH University of Science and Technology,17,53.26470588235295
309,University of California Riverside,3,52.96666666666667
310,Universidade Federal do Rio Grande do Sul,6,52.85333333333333
311,University of the West of England,10,52.55
312,South Dakota School of Mines and Technology,23,52.50173913043478
313,Case Western Reserve University,2,51.94
314,University of Southern California,17,51.445882352941176
315,Fachhochschule für Wirtschaft und Technik,3,51.279999999999994
316,Hiroshima University,8,51.019999999999996
317,Dwarkadas. J. Sanghvi College of Engineering,7,50.825714285714284
318,University of Burgundy - ISAT,26,50.67538461538462
319,Concordia University,18,50.63777777777778
320,California State University Chico,7,49.92857142857143
321,Okayama University of Science,8,49.5525
322,Ecole Nationale d'Ingénieurs de Metz,20,49.338499999999996
323,John von Neumann University,10,49.176
324,Democritus University of Thrace,2,49.115
325,University of Birmingham,34,49.02235294117647
326,Togliatti State University,4,48.7275
327,Okayama University,15,48.45866666666667
328,California State University Fullerton,11,47.972727272727276
329,Vanderbilt University,11,47.782727272727264
330,Gifu University,14,47.63214285714286
331,Portland State University,12,47.15
332,Université de Sherbrooke,19,47.13263157894737
333,Carnegie Mellon University,11,46.93454545454545
334,Technion - Israel Institute of Technology,12,46.893333333333324
335,Hochschule RheinMain,16,46.553125
336,Università degli Studi di Roma La Sapienza,21,46.521428571428565
337,Technische Universiteit Eindhoven,12,46.10333333333333
338,King Mongkut's Institute of Technology Ladkrabang,7,45.82857142857142
339,Reykjavík University,4,45.8
340,University of Central Florida,20,45.76899999999999
341,Heriot-Watt University,8,45.7625
342,Kumoh National Institute of Technology,10,45.617999999999995
343,University of Evansville,13,45.57692307692308
344,Università degli Studi di Roma Tor Vergata,17,45.271764705882354
345,École Centrale de Lyon,12,44.93
346,University of Dundee,6,44.86666666666667
347,Daido Institute of Technology,8,44.79875
348,Silesian University of Technology,6,44.51666666666667
349,California Baptist University,4,43.85
350,University of Sheffield,12,43.550000000000004
351,University of Manitoba,25,43.5032
352,University of North Florida,9,43.41111111111112
353,Hanyang University,1,43.16
354,Escola Tècnica Superior d'Enginyeria Industrial de Barcelona - Universitat Politècnica de Catalunya,9,43.03
355,Southern Illinois University Carbondale,11,42.86181818181819
356,Duale Hochschule Baden-Württemberg Ravensburg,8,42.72125
357,University of Delaware,16,42.6325
358,Wayne State University,21,42.6
359,Polytechnic Institute of Leiria,5,42.572
360,University of Windsor,14,41.96
361,University of Belgrade (Универзитет у Београду),17,41.731764705882355
