Rank,University,#,Points
1,Instituto Tecnológico de Buenos Aires,1,75.0
2,Santa Clara University,1,70.24
3,Shri G.S. Institute of Technology and Science Indore,1,70.0
4,KLE Technological University,1,69.11
5,GFR DHBW Ravensburg & Oregon State University,36,68.17138888888888
6,Universität Stuttgart,67,67.12671641791043
7,Jilin University,1,66.51
8,Karlsruhe Institute of Technology,47,66.37574468085107
9,Technische Universiteit Eindhoven,12,65.94583333333333
10,TU Delft,16,65.79625
11,Universidad LaSalle,1,65.72
12,National University of Singapore,16,65.43562499999999
13,Monash University,32,64.998125
14,Taylor's University,2,64.75
15,Nirma University,1,64.44
16,Graphic Era University,1,64.1
17,Universidade Estadual de Campinas,14,64.03
18,Koblenz University of Applied Science,1,64.0
19,Indian Institute of Technology Dhanbad,1,63.8
20,Smt. Kashibai Navale College of Engineering,6,63.67666666666667
21,MIT World Peace University,3,63.43666666666667
22,Texas A&M University,20,63.359
23,RMIT University,26,63.11269230769231
24,Oregon State University,14,62.90000000000002
25,University of Washington,31,62.88774193548388
26,Escola de Engenharia de São Carlos da Universidade de São Paulo,15,62.846000000000004
27,Cornell University,27,62.74
28,Swinburne University of Technology,11,62.66090909090909
29,Indian Institute of Technology Kanpur,2,62.36
30,Griffith University,5,62.279999999999994
31,University of California Berkeley,15,62.14733333333333
32,University of Auckland,13,62.136923076923075
33,Missouri University of Science and Technology,43,62.13116279069767
34,Technische Universität Graz,66,61.894696969696966
35,Budapest University of Technology and Economics,17,61.84588235294117
36,Yokohama National University,15,61.79666666666667
37,Brigham Young University,3,61.76666666666667
38,Duale Hochschule Baden-Württemberg Stuttgart,3,61.68
39,National Technical University of Athens,9,61.39
40,Technische Universität Bergakademie Freiberg,10,61.126999999999995
41,Rochester Institute of Technology,51,61.07784313725491
42,Cardiff University Wales,24,60.9
43,Technische Universität Wien,15,60.873333333333335
44,Dartmouth College,17,60.82588235294117
45,University of Liverpool,21,60.631904761904764
46,University of Bath,41,60.49414634146342
47,Technische Universität Braunschweig,16,60.34375
48,Michigan State University,35,60.336000000000006
49,University Politehnica Of Bucharest,2,60.15
50,Technical University of Munich,46,60.06326086956521
51,Central Piedmont Community College,2,59.65
52,University of Wollongong,22,59.61545454545453
53,Fachhochschule Joanneum Graz,59,59.44474576271186
54,Università degli studi di Padova,29,59.42896551724138
55,Westsächsische Hochschule Zwickau,11,59.42727272727272
56,Oxford Brookes University,41,59.4129268292683
57,University of Canterbury,4,59.325
58,University of Wisconsin-Madison,36,59.30277777777777
59,University of Tasmania,5,59.206
60,Fachhochschule München,34,59.18617647058824
61,Chalmers University of Technology,22,59.08136363636365
62,University of Missouri,37,59.07513513513513
63,Wroclaw University of Technology,31,59.019677419354835
64,Università degli Studi di Firenze,13,58.99692307692307
65,University of Toronto,36,58.68305555555555
66,COEP Technological University ,2,58.599999999999994
67,AISSMS (All India Shri Shivaji Memorial Society's) College of Engineering,2,58.575
68,The Ohio State University,34,58.42382352941177
69,Aristotle University of Thessaloniki,22,58.39045454545454
70,Sardar Patel College of Engineering Mumbai,3,58.39000000000001
71,Rensselaer Polytechnic Institute,32,58.20625
72,Fachhochschule für Wirtschaft und Technik,3,58.199999999999996
73,G.V.Acharya Institute of Engineering & Technology,1,58.19
74,Hochschule Esslingen,45,58.17844444444445
75,University of Illinois at Urbana-Champaign,40,58.1725
76,Fachhochschule Stralsund,35,58.052571428571426
77,University of Texas at Arlington,29,57.98793103448276
78,University of Pennsylvania,7,57.94571428571429
79,The University of Tokyo,14,57.89785714285714
80,École de Technologie Superieure,40,57.88575000000001
81,Czech Technical University in Prague,36,57.80083333333333
82,Thakur College of Engineering and Technology,1,57.73
83,Ain Shams University,6,57.71666666666667
84,University of Florida,27,57.711481481481485
85,Helsinki Metropolia University of Applied Sciences,24,57.67374999999999
86,University of Manitoba,25,57.63040000000001
87,Ostbayerische Technische Hochschule Regensburg,32,57.528749999999995
88,Universidad Politécnica de Madrid (UPM),17,57.39588235294117
89,Virginia Polytechnic Institute and State University,31,57.33967741935483
90,Universität Kassel,21,57.21571428571427
91,Universität Bayreuth,11,57.1890909090909
92,Kanazawa University,18,57.13722222222222
93,Ostbayerische Technische Hochschule Amberg-Weiden (OTH),24,57.12166666666667
94,University of California Los Angeles,6,57.083333333333336
95,University of Thessaly,13,57.08076923076923
96,Democritus University of Thrace,2,57.08
97,University of Western Australia,21,57.027142857142856
98,Universitat Politécnica de Valéncia,22,57.01272727272726
99,University of Seville,20,56.98299999999999
100,Marathwada Mitra Mandal's College of Engineering,1,56.97
101,Technische Universität Ilmenau,2,56.95
102,University of Sheffield,12,56.90833333333333
103,Tsinghua University,1,56.8
104,Norwegian University of Science and Technology,4,56.71000000000001
105,University of Michigan - Ann Arbor,43,56.62255813953488
106,SRM Institute of Science and Technology - Kattankulathur,5,56.580000000000005
107,Kyoto University,16,56.573125000000005
108,University of Sussex,13,56.56384615384616
109,Technion - Israel Institute of Technology,12,56.4575
110,Georgia Institute of Technology,29,56.41862068965518
111,Netaji Subhas Institute of Technology,1,56.39
112,University of Oklahoma,31,56.29774193548387
113,Hochschule für Technik und Wirtschaft Berlin,17,56.29764705882353
114,University of Cincinnati,32,56.244375000000005
115,Saginaw Valley State University,21,56.17380952380953
116,Alma Mater Studiorum - Università di Bologna,25,56.124399999999994
117,University of Aberdeen,12,56.10833333333334
118,Brno University of Technology,29,56.10758620689655
119,University Of Hertfordshire,34,56.06617647058823
120,VIT University - Vellore,11,55.974545454545456
121,PES University,3,55.919999999999995
122,Duale Hochschule Baden-Württemberg Ravensburg,8,55.87625
123,Centro Universitário da FEI,19,55.86578947368421
124,Western University,34,55.80676470588236
125,Universidad Politécnica de Cartagena,4,55.8
126,Fachhochschule Konstanz,33,55.76727272727273
127,UAS Kempten,29,55.68413793103448
128,Technische Universität Berlin,33,55.65484848484848
129,University of Glasgow,10,55.634
130,Sophia University,28,55.61178571428571
131,University of Southampton,14,55.57928571428572
132,Carleton University,25,55.494400000000006
133,Indian Institute of Technology Bombay,2,55.45
134,University of the West of England,10,55.36800000000001
135,University of Kansas,42,55.35119047619047
136,University of New Mexico,19,55.3478947368421
137,Rzeszów University of Technology,12,55.27916666666666
138,The University of Akron,49,55.274285714285725
139,Auburn University,38,55.247105263157906
140,Xiamen University of Technology,3,55.21333333333333
141,Indian Institute of Technology Kharagpur,4,55.15500000000001
142,Heriot-Watt University,8,55.1
143,Gujarat Technological University,5,55.08
144,Isfahan University of Technology,1,55.01
145,University of Messina,1,55.0
146,University of Melbourne,18,54.99722222222223
147,K. J. Somaiya College of Engineering,13,54.98076923076924
148,Universität Paderborn,35,54.964571428571425
149,Università di Pisa,24,54.94291666666667
150,DHA Suffa University,1,54.7
151,Hochschule für Angewandte Wissenschaften Hamburg,48,54.62729166666666
152,R.V.College of Engineering,17,54.60588235294117
153,University of Brescia,6,54.52166666666667
154,Nagoya University,13,54.45307692307693
155,Universität Siegen,3,54.42666666666667
156,University of Huddersfield,31,54.3983870967742
157,Kakatiya Institute of Technology and Science Warangal,1,54.38
158,Széchenyi István University,20,54.345000000000006
159,Hochschule Karlsruhe - Technik und Wirtschaft,35,54.33485714285714
160,Kingston University,2,54.3
161,University of Sydney,18,54.21277777777778
162,J.C. Bose University of Science and Technology YMCA,2,54.105000000000004
163,Brunel University London,31,54.08741935483871
164,California State University Northridge,22,54.08272727272727
165,Queen's University,32,53.925937499999996
