Rank,University,Lowest Place,#
1,Technische Universität Graz,1.0,11
2,University of Modena and Reggio Emilia,1.0,10
3,Cornell University,1.0,8
4,Fachhochschule Coburg,1.0,8
5,University of Michigan - Ann Arbor,1.0,7
6,Universität Stuttgart,1.0,6
7,Fachhochschule Joanneum Graz,1.0,5
8,Fachhochschule Kiel,1.0,4
9,Universidade Estadual de Campinas,1.0,4
10,University of Applied Sciences Ravensburg-Weingarten,1.0,4
11,University of Queensland,1.0,4
12,Wroclaw University of Technology,1.0,4
13,Auburn University,1.0,3
14,Centro Universitário da FEI,1.0,3
15,Czech Technical University in Prague,1.0,3
16,Edith Cowan University,1.0,3
17,Michigan State University,1.0,3
18,Monash University,1.0,3
19,Pennsylvania State University,1.0,3
20,Rochester Institute of Technology,1.0,3
21,University of Illinois at Urbana-Champaign,1.0,3
22,University of Maryland,1.0,3
23,University of Western Australia,1.0,3
24,Cardiff University Wales,1.0,2
25,Chalmers University of Technology,1.0,2
26,Chiba University,1.0,2
27,Escola de Engenharia de São Carlos da Universidade de São Paulo,1.0,2
28,Gujarat Technological University,1.0,2
29,Helsinki Metropolia University of Applied Sciences,1.0,2
30,Karlsruhe Institute of Technology,1.0,2
31,Kokushikan University,1.0,2
32,Osaka University,1.0,2
33,Ostbayerische Technische Hochschule Regensburg,1.0,2
34,Saginaw Valley State University,1.0,2
35,Technical University of Munich,1.0,2
36,The Ohio State University,1.0,2
37,The University of Akron,1.0,2
38,University of Florida,1.0,2
39,AGH University of Science and Technology,1.0,1
40,Alma Mater Studiorum - Università di Bologna,1.0,1
41,Beijing Institute of Technology,1.0,1
42,Białystok University of Technology,1.0,1
43,Budapest University of Technology and Economics,1.0,1
44,California State Polytechnic University Pomona,1.0,1
45,Centro Federal de Educação Tecnológica de Minas Gerais,1.0,1
46,Fachhochschule München,1.0,1
47,Friedrich-Alexander-Universität Erlangen-Nürnberg,1.0,1
48,GFR DHBW Ravensburg & Oregon State University,1.0,1
49,Griffith University,1.0,1
50,Ibaraki University,1.0,1
51,Kanagawa Institute of Technology,1.0,1
52,Kanazawa University,1.0,1
53,Kettering University,1.0,1
54,Manipal Academy of Higher Education,1.0,1
55,North Carolina State University,1.0,1
56,Oregon State University,1.0,1
57,Poznan University of Technology,1.0,1
58,Queen's University Belfast,1.0,1
59,R.V.College of Engineering,1.0,1
60,Rensselaer Polytechnic Institute,1.0,1
61,RMIT University,1.0,1
62,San José State University,1.0,1
63,Silesian University of Technology,1.0,1
64,Sophia University,1.0,1
65,Technische Universität Darmstadt,1.0,1
66,Texas A&M University,1.0,1
67,The University of Tokyo,1.0,1
68,Tokai University,1.0,1
69,Tongji University,1.0,1
70,Toyohashi University of Technology,1.0,1
71,Universidade Paulista,1.0,1
72,Universitat Politécnica de Valéncia,1.0,1
73,University of Auckland,1.0,1
