Rank,University,#,Points
96,Aristotle University of Thessaloniki,22,27.418181818181814
97,University of Agder,2,27.4
98,Santa Clara University,1,27.34
99,Indiana University – Purdue University Indianapolis,4,27.275
100,Hochschule für Angewandte Wissenschaften Hamburg,48,27.263333333333332
101,University of Bath,41,27.140975609756097
102,University of Alabama,15,27.1
103,Kyushu Institute of Technology,15,26.956000000000003
104,Meijo University,17,26.89764705882353
105,University of Oulu,2,26.55
106,Universität Paderborn,35,26.519714285714286
107,Fachhochschule Kiel,12,26.429166666666664
108,Hochschule Karlsruhe - Technik und Wirtschaft,35,26.065142857142856
109,Czech University of Life Sciences Prague,15,25.964
110,Kettering University,33,25.94575757575758
111,De Montfort University,7,25.928571428571427
112,Okayama University of Science,8,25.725
113,Universidade Federal do Rio de Janeiro,12,25.606666666666666
114,Reykjavík University,4,25.475
115,College of Industrial Technology Nihon University,11,25.431818181818183
116,Ostbayerische Technische Hochschule Regensburg,32,25.197187500000002
117,Lafayette College,7,25.185714285714287
118,The University of Akron,49,25.170204081632654
119,Edith Cowan University,12,25.1075
120,Kogakuin University,13,25.059230769230773
121,São Paulo State University - UNESP - Bauru,4,25.0
122,Osaka Sangyo University,13,24.923846153846153
123,University of Zagreb,8,24.87375
124,Chungbuk National University,2,24.85
125,Dwarkadas. J. Sanghvi College of Engineering,7,24.768571428571427
126,Hunan University,4,24.665
127,University of Queensland,18,24.520555555555557
128,Texas A&M University,20,24.485000000000003
129,Massachusetts Institute of Technology,9,24.4
130,Teikyo University,3,24.353333333333335
131,Yıldız Technical University,15,24.336666666666662
132,University of Texas at Arlington,29,24.301724137931036
133,Osaka Institute of Technology,11,24.16636363636364
134,Tokyo City University,17,24.136470588235294
135,Karlsruhe Institute of Technology,47,24.09659574468085
136,Centro Federal de Educação Tecnológica de Minas Gerais,13,24.023846153846154
137,Florida Atlantic University,12,23.991666666666664
138,Cardiff University Wales,24,23.9475
139,University of North Texas,8,23.900000000000002
140,Università degli studi di Padova,29,23.680344827586207
141,Kobe University,15,23.624000000000002
142,Politecnico di Milano,24,23.575416666666666
143,University of Aberdeen,12,23.45
144,Kurume Institute of Technology,13,23.336923076923078
145,Kyoto University,16,23.295625
146,Pellissippi State Community College,2,23.25
147,Curtin University,15,23.21333333333333
148,Universidade Estadual de Campinas,14,23.173571428571428
149,UAS Würzburg-Schweinfurt,20,23.0995
150,University of Tasmania,5,23.0
151,Università della Calabria,11,22.89727272727273
152,Gadjah Mada University,8,22.880000000000003
153,Toyota Technical College Nagoya,11,22.73818181818182
154,Tallinn TU UAS,10,22.645
155,University of Wisconsin-Madison,36,22.60361111111111
156,Iowa State University,29,22.50137931034483
157,University of Auckland,13,22.49230769230769
158,California State University Northridge,22,22.469545454545454
159,Chiba University,15,22.465999999999998
160,Fachhochschule München,34,22.44764705882353
161,The University of Michigan-Dearborn,25,22.4108
162,Okayama University,15,21.972
163,Instituto Mauá de Tecnologia,11,21.90909090909091
164,University of Washington,31,21.814516129032263
165,Chulalongkorn University,2,21.795
166,University of New Hampshire,16,21.7875
167,The Ohio State University,34,21.782941176470587
168,California State Polytechnic University Pomona,31,21.65774193548387
169,University of Burgundy - ISAT,26,21.654230769230768
170,University of Nebraska–Lincoln,15,21.566666666666666
171,University of Applied Sciences Ravensburg-Weingarten,32,21.5234375
172,University of Melbourne,18,21.39111111111111
173,Southern Methodist University,3,21.366666666666664
174,California State Polytechnic University - San Luis Obispo,21,21.323809523809523
175,University of Oklahoma,31,21.30290322580645
176,Helsinki Metropolia University of Applied Sciences,24,21.22125
177,MIT World Peace University,3,21.2
178,Università degli Studi di Napoli Federico II,7,21.15857142857143
179,Saginaw Valley State University,21,21.142857142857142
180,Honda Technical College Kanto,12,21.020833333333332
181,University of Cincinnati,32,21.020625000000003
182,Karlstad University,12,20.900000000000002
183,University of California Irvine,16,20.795625
184,TU Delft,16,20.684375
185,Korea University of Technology and Education,3,20.66
186,California State University Fullerton,11,20.59090909090909
187,University of Houston,4,20.325
188,Louisiana State University,21,20.31904761904762
189,University of Kansas,42,20.253333333333334
190,Universidade Independente,1,20.17
191,Shibaura Institute of Technology,20,20.045
192,Universidade Federal de Santa Maria,10,20.025
193,Hochschule Niederrhein,17,19.807058823529413
194,Duale Hochschule Baden-Württemberg Stuttgart,3,19.706666666666667
195,Rzeszów University of Technology,12,19.687499999999996
196,Vishwakarma Institute of Technology,2,19.65
197,Escola de Engenharia de São Carlos da Universidade de São Paulo,15,19.59666666666667
198,University of Minnesota Twin Cities,22,19.522727272727273
199,Penn State Harrisburg,4,19.5
200,Kookmin University,16,19.2875
201,Université du Québec à Trois-Rivières,23,19.285217391304347
202,Hochschule Mannheim,10,19.143
203,Honda Technical College Kansai,22,19.032727272727275
204,University of Hawaii at Manoa,7,18.97142857142857
205,Universität Siegen,3,18.87666666666667
206,Białystok University of Technology,25,18.8692
207,McGill University,26,18.647692307692306
208,Technische Universität Bergakademie Freiberg,10,18.426000000000002
209,Auburn University,38,18.382894736842104
210,Shizuoka University,16,18.371875
211,Manchester Metropolitan University,13,18.333846153846153
212,California State University Sacramento,17,18.314117647058826
213,Liverpool John Moores University,11,18.3
214,University of Fukui,14,18.24857142857143
215,College of Science and Technology Nihon University,17,18.225882352941177
216,Aso College of Automotive Engineering and Technology,5,18.172
217,Saitama University,3,18.163333333333334
218,Østfold University College,1,18.1
219,Minnesota State University Mankato,17,18.023529411764706
220,University of Wollongong,22,17.940454545454546
221,University of Brescia,6,17.939999999999998
222,University of the West of England,10,17.919
223,John von Neumann University,10,17.893
224,University of Victoria,18,17.844444444444445
225,Oxford Brookes University,41,17.823414634146342
226,Virginia Polytechnic Institute and State University,31,17.791290322580643
227,Fachhochschule Konstanz,33,17.767272727272726
228,Tottori University,9,17.625555555555554
229,Technische Universität Wien,15,17.46466666666667
230,Wayne State University,21,17.433333333333334
231,Technische Universität Darmstadt,17,17.410588235294114
232,Fachhochschule Stralsund,35,17.343999999999998
233,Kanazawa University,18,17.324444444444445
234,Hochschule Bonn-Rhein-Sieg,3,17.27
235,Waseda University,11,17.256363636363634
236,Kennesaw State University,18,17.233333333333334
237,Chalmers University of Technology,22,17.173636363636362
238,Université Laval,19,17.172105263157892
239,Georgia Institute of Technology,29,17.138275862068966
240,Queen's University Belfast,15,17.017999999999997
241,Fachhochschule für Wirtschaft und Technik,3,16.863333333333333
242,Universidade Federal do Rio Grande do Sul,6,16.666666666666668
243,University of Colorado Denver,7,16.657142857142855
244,University of Illinois at Urbana-Champaign,40,16.604750000000003
245,University of Waterloo,33,16.597272727272728
246,North Carolina State University,25,16.48
247,University of Canterbury,4,16.475
248,UAS Kempten,29,16.369655172413793
249,National Technical University of Athens,9,16.336666666666666
250,University of Wolverhampton,6,16.333333333333332
251,University of Missouri,37,16.319999999999997
252,University of Glasgow,10,16.22
253,Kingston University,2,16.2
254,University of Toledo,39,16.081538461538464
255,University of California Los Angeles,6,15.966666666666667
256,Rochester Institute of Technology,51,15.964901960784314
257,South Dakota State University,18,15.922222222222224
258,California State University Los Angeles,6,15.883333333333333
259,Worcester Polytechnic Institute,16,15.75
260,Technion - Israel Institute of Technology,12,15.676666666666668
261,Gdańsk University of Technology,8,15.62625
262,RMIT University,26,15.624615384615385
263,Arizona State University,11,15.563636363636363
264,Westsächsische Hochschule Zwickau,11,15.512727272727274
265,University of Huddersfield,31,15.493870967741934
266,University of New Mexico,19,15.463157894736844
267,Université de Versailles-Saint-Quentin-en-Yvelines,3,15.456666666666665
268,University of Modena and Reggio Emilia,32,15.3709375
269,Sepuluh Nopember Institute of Technology,6,15.351666666666667
270,Oakland University,28,15.203571428571431
271,Brunel University London,31,15.045483870967745
272,Universidade Federal de Itajubá - Itajubá,6,14.983333333333334
273,University of Evansville,13,14.946153846153846
274,Missouri University of Science and Technology,43,14.939534883720933
275,Gifu University,14,14.938571428571427
276,Drexel University,20,14.9145
277,Technische Universität Braunschweig,16,14.776875
278,University of New South Wales - Australian Defence Force Academy,14,14.62857142857143
279,Technische Hochschule Ostwestfalen-Lippe,15,14.547333333333334
280,Keio University,13,14.524615384615384
281,University of Kentucky,6,14.5
282,Washington University in St. Louis,15,14.493333333333334
283,Università di Pisa,24,14.303333333333335
284,Helmut Schmidt Universität  Universität der Bundeswehr Hamburg,13,14.236153846153845
285,University of Belgrade (Универзитет у Београду),17,14.214117647058822
286,Loughborough University,35,14.167714285714286
287,University of Sussex,13,14.092307692307692
288,University of Florida,27,14.083333333333336
289,University of Strathclyde,29,14.074482758620688
290,Western Washington University,18,14.048333333333334
291,University of Malta,6,14.018333333333336
292,Sophia University,28,14.00607142857143
293,Università degli Studi di Roma La Sapienza,21,13.95952380952381
294,University of Manitoba,25,13.956
295,Smt. Kashibai Navale College of Engineering,6,13.786666666666667
296,Cornell University,27,13.657407407407407
297,Brown University,25,13.604000000000001
298,University College Dublin,4,13.54
299,University of Maryland,21,13.50952380952381
300,Duke University,24,13.496666666666668
301,Fachhochschule Hannover,18,13.465
302,University of Toronto,36,13.462777777777777
303,Swansea University,17,13.450000000000001
304,Western University,34,13.423823529411765
305,Universidad Simón Bolívar,19,13.389473684210527
306,Northwestern University,13,13.315384615384614
307,The University of Newcastle,14,13.289285714285713
308,Utsunomiya University,17,13.259411764705883
309,University of British Columbia - Vancouver,23,13.253478260869567
310,Université de Sherbrooke,19,12.907368421052633
311,University of Waikato,10,12.9
312,Fachhochschule Osnabrück,5,12.884
313,United States Naval Academy,20,12.875
314,University of Central Florida,20,12.84
315,Technische Universität Dresden,6,12.833333333333334
316,Michigan State University,35,12.809714285714287
317,Dalhousie University,11,12.80909090909091
318,University of Maribor,30,12.752000000000002
319,Kumoh National Institute of Technology,10,12.748
320,Purdue University - West Lafayette,29,12.684827586206897
321,Lakehead University,12,12.658333333333331
322,University of Sheffield,12,12.566666666666668
323,Concordia University,18,12.458888888888888
324,University of Wales Trinity Saint David,10,12.386000000000001
325,The University of Kitakyushu,5,12.276
326,VIT University - Chennai,6,12.245
327,Tokyo University of Agriculture and Technology,14,12.224285714285713
328,Università degli Studi di Roma Tor Vergata,17,12.193529411764708
329,University of Split,5,12.086
330,Ostfalia University of Applied Sciences,13,12.072307692307692
331,Universidade Federal de Minas Gerais,7,11.901428571428571
332,Hochschule Heilbronn,17,11.764705882352942
333,Ritsumeikan University,15,11.684666666666665
334,University of Sydney,18,11.38888888888889
335,Technical University of Liberec,7,11.35142857142857
336,Tennessee Technological University,13,11.338461538461537
337,Technische Hochschule Köln,5,11.282
338,Daido Institute of Technology,8,11.2725
339,Birmingham City University,8,11.225
340,Toyohashi University of Technology,12,11.1975
341,University of Pittsburgh,34,11.189411764705882
342,Escola Politécnica da Universidade de São Paulo,9,11.11111111111111
343,Clemson University,26,11.103846153846156
344,University of New South Wales,20,11.07
345,ETH Zürich,8,11.02
346,FH Campus Wien,12,10.958333333333334
347,Deggendorf Institute of Technology,4,10.895
348,University of Texas at Austin,21,10.838095238095239
349,University of Pennsylvania,7,10.714285714285714
350,University of Birmingham,34,10.687058823529412
351,Politecnico di Torino,19,10.60842105263158
352,Norwegian University of Science and Technology,4,10.5975
353,King Mongkut's Institute of Technology Ladkrabang,7,10.585714285714285
354,Escola Politècnica Superior d'Enginyeria de Manresa,10,10.575999999999999
355,Hokkaido University,12,10.495
356,Osaka City University,10,10.461
357,AGH University of Science and Technology,17,10.441176470588236
358,Shizuoka Professional College of Automobile Technology,6,10.334999999999999
359,PSG College of Technology,4,10.3325
360,Escola Politècnica Superior d'Enginyeria de Vilanova i la Geltrú UPC,7,10.328571428571427
361,Kansas State University,24,10.112499999999999
362,University of Alberta,24,10.0875
363,Ain Shams University,6,10.066666666666666
364,Università degli Studi di Firenze,13,9.905384615384614
365,Hiroshima University,8,9.85625
366,University of Wisconsin-Platteville,14,9.807142857142859
367,University of St. Thomas,4,9.625
368,Slovak University of Technology in Bratislava,10,9.589
369,Florida International University,7,9.585714285714285
370,University of Rijeka,10,9.547
371,Sanyo-Onoda City University at Tokyo University of Science,8,9.4775
372,University of Seville,20,9.446000000000002
373,University of North Carolina at Charlotte,17,9.358823529411765
374,Marche Polytechnic University,11,9.355454545454545
375,University of Calgary,21,9.176190476190476
376,University of Surrey,7,9.071428571428571
377,University of Western Australia,21,8.982857142857142
378,Seikei University,11,8.870909090909091
379,University of Liverpool,21,8.779047619047619
380,Portland State University,12,8.766666666666666
381,University of Minnesota Duluth,6,8.683333333333334
382,Texas Tech University,10,8.620000000000001
383,University of Delaware,16,8.61875
384,TAMK University of Applied Sciences,22,8.552272727272728
385,Rutgers The State University of New Jersey,32,8.450625
386,Technological University Dublin,6,8.45
387,Hochschule RheinMain,16,8.35625
388,United States Air Force Academy,19,8.310526315789474
389,California State University Long Beach,8,8.3
390,Oklahoma State University - Stillwater,17,8.241176470588234
391,Delhi Technological University,10,8.235
392,Fachhochschule Dortmund,14,8.22642857142857
393,Cégep du Vieux Montréal,8,8.2125
394,Kinki University,16,8.1475
395,University of Southern California,17,8.129411764705882
396,Columbia University,16,8.1125
397,Coventry University,19,8.056842105263158
398,University of Saskatchewan,19,7.994736842105263
399,Cooper Union,13,7.938461538461538
400,Oregon State University,14,7.784999999999999
401,Clarkson University,19,7.640526315789473
402,Niigata University,11,7.600909090909091
403,Heriot-Watt University,8,7.6
404,Universidad LaSalle,1,7.6
405,West Virginia University,15,7.583333333333333
406,Queensland University of Technology,10,7.518000000000001
407,K. J. Somaiya College of Engineering,13,7.4692307692307685
408,Old Dominion University,13,7.376923076923077
409,Duale Hochschule Baden-Württemberg Ravensburg,8,7.34125
410,University of Louisiana at Lafayette,4,7.325
411,Washington State University,10,7.32
412,Michigan Technological University,23,7.295652173913043
413,FAMU-FSU College of Engineering,6,7.288333333333333
414,San Diego State University,16,7.28125
415,Rensselaer Polytechnic Institute,32,6.883750000000001
416,Colorado School of Mines,17,6.81764705882353
417,Saitama Institute of Technology,7,6.807142857142857
418,University of Texas at San Antonio,15,6.746666666666667
419,Setsunan University,10,6.733
420,Fachhochschule Aachen,23,6.67
421,St. Cloud State University,8,6.65
422,University of Central Lancashire,15,6.598666666666667
423,Rheinisch-Westfälische Technische Hochschule Aachen,20,6.527500000000001
424,Ecole Nationale d'Ingénieurs de Metz,20,6.49
425,Saarland University,15,6.481333333333334
426,Southern Illinois University Carbondale,11,6.445454545454546
427,Ruhr-Universität Bochum,18,6.278888888888889
428,Aalborg University,13,6.270769230769231
429,Luleå University of Technology,5,6.178
430,Grand Valley State University,5,6.16
431,Hochschule für Technik und Wirtschaft Berlin,17,6.06764705882353
432,HAN University of Applied Sciences,4,6.0525
433,University of Arizona,18,5.977777777777778
434,Montana State University - Bozeman,6,5.866666666666667
435,University of Thessaly,13,5.747692307692308
436,University of North Florida,9,5.522222222222222
437,University of Windsor,14,5.471428571428571
438,Moscow Polytechnic University,17,5.3
439,Bauman Moscow State Technical University,10,5.2700000000000005
440,Wichita State University,12,5.066666666666666
441,University of Ontario Institute of Technology,7,5.042857142857143
442,University of Hartford,20,5.0155
443,Pennsylvania State University,27,4.963333333333334
444,UNESP - Campus de Ilha Solteira,7,4.957142857142857
445,The University of Tokyo,14,4.950714285714286
446,Universidad Europea de Madrid,19,4.9263157894736835
447,Tokyo Denki University,28,4.881428571428572
448,Western Michigan University,15,4.753333333333333
449,University of Moratuwa,2,4.75
450,Gheorghe Asachi Technical University of Iaşi,9,4.699999999999999
451,Otto-von-Guericke-Universität Magdeburg,13,4.589230769230769
452,Universidade de Lisboa - Instituto Superior Técnico,5,4.561999999999999
453,Ryerson University,27,4.5
454,Universidad Nacional Autónoma de México,12,4.491666666666666
455,Technische Universiteit Eindhoven,12,4.473333333333334
456,Kanazawa Institute of Technology,14,4.445714285714286
457,Mississippi State University,13,4.392307692307693
458,Kokushikan University,20,4.2735
459,Silesian University of Technology,6,4.0
460,TECNUN - University of Navarra,15,3.9279999999999995
461,Bergische Universität Wuppertal,11,3.924545454545455
462,Swinburne University of Technology,11,3.86
463,University of Warwick,16,3.85625
464,Carnegie Mellon University,11,3.7818181818181817
465,Warsaw University of Technology,13,3.7492307692307696
466,Australian National University,6,3.5500000000000003
467,University of North Dakota,13,3.538461538461539
468,South Dakota School of Mines and Technology,23,3.526086956521739
469,Lehigh University,21,3.4985714285714287
470,University of Sunderland,14,3.4678571428571425
471,Sheffield Hallam University,15,3.466666666666667
472,University of Ulster,15,3.3333333333333335
473,Queen's University,32,3.1518749999999995
474,Marquette University,11,3.0763636363636366
475,Temple University,21,3.0566666666666666
476,University of Adelaide,17,3.031764705882353
477,University of Leeds,27,2.999259259259259
478,Universidade Paulista,11,2.9745454545454546
479,University of Nottingham,6,2.84
480,Northern Illinois University,17,2.764705882352941
481,KTH Royal Institute of Technology,10,2.728
482,University of Malaga,5,2.6399999999999997
483,Bradley University,22,2.5727272727272728
484,Seoul National University of Science and Technology,1,2.5
485,California State University Fresno,9,2.4911111111111115
486,Brandenburgische Technische Universität Cottbus,7,2.3657142857142857
487,Dartmouth College,17,2.256470588235294
488,Universität Bayreuth,11,2.2236363636363636
489,Universidad Politécnica de Madrid (UPM),17,2.176470588235294
490,University of Wyoming,4,2.0475
491,Colorado Mesa University,6,1.9000000000000001
492,Colorado State University,17,1.8647058823529412
493,Technische Universität Dortmund,15,1.8346666666666667
494,Polytechnic Institute of Leiria,5,1.546
495,Universitatea Transilvania din Braşov,23,1.5434782608695652
496,Lawrence Technological University,30,1.4936666666666667
497,Lancaster  University,17,1.4505882352941177
498,University College London,7,1.3071428571428572
499,University of Southampton,14,1.1764285714285714
500,University of Ottawa,5,1.1400000000000001
501,Imperial College London,6,1.1316666666666666
502,Aston University,18,1.0522222222222224
503,University of Technology Sydney,11,0.990909090909091
504,Technische Universität Kaiserslautern,9,0.9844444444444443
505,University of Manchester,11,0.8627272727272728
506,Meisei University,14,0.84
507,Kanagawa Institute of Technology,15,0.8066666666666666
508,Stevens Institute of Technology,9,0.6422222222222222
509,McMaster University,13,0.6161538461538462
510,Université du Québec à Chicoutimi,18,0.5888888888888889
511,Universidad de Vigo,13,0.5384615384615384
512,École Centrale de Lyon,12,0.5025000000000001
513,State University of New York at Buffalo,13,0.4384615384615384
514,University of Toyama,5,0.284
515,University of Puerto Rico,10,0.192
516,Syracuse University,8,0.0275
517,Acharya Institute of Technology,1,0.0
518,AISSMS (All India Shri Shivaji Memorial Society's) College of Engineering,2,0.0
519,Ajou University,1,0.0
520,Akita Prefectural University,2,0.0
521,Alabama A&M University,1,0.0
522,Alexandria University,3,0.0
523,Aligarh Muslim University,4,0.0
524,Amity School of Engineering and Technology,3,0.0
525,Amrita School of Engineering Coimbatore,3,0.0
526,Amrutvahini College Of Engineering Sangamner,1,0.0
527,Ana G. Méndez University - Gurabo,2,0.0
528,Aoyama Gakuin University,6,0.0
529,Arab Academy for Science Technology & Maritime Transport (AASTMT),1,0.0
530,Ataturk University,1,0.0
531,Bangalore Institute of Technology,2,0.0
532,Belgorod state technological university named after V. G. Shukhov,3,0.0
533,Berlin School of Economics,3,0.0
534,Bharati Vidyapeeth College of Engineering,4,0.0
535,Bhartiya Institute of Engineering and Technology,1,0.0
536,Binghamton University,3,0.0
537,Birla Institute of Science and Technology Pilani - Dubai,3,0.0
538,Birla Institute of Technology & Science  Pilani,5,0.0
539,Birla Institute of Technology Mesra,4,0.0
540,BITS Pilani KK Birla Goa Campus,2,0.0
541,Brigham Young University,3,0.0
542,Cairo University,6,0.0
543,Cape Peninsula University of Technology,2,0.0
544,Case Western Reserve University,2,0.0
545,Cedarville University,7,0.0
546,Central Piedmont Community College,2,0.0
547,Centro Federal de Educação Tecnológica Celso Suckow da Fonseca,4,0.0
548,Centro integrado de Manufatura e Tecnologia - SENAICIMATEC,8,0.0
549,CESI École d’ingénieurs - Nanterre,1,0.0
550,Ceylon-German Technical Training Institute,1,0.0
551,Chaitanya Bharathi Institute of Technology,2,0.0
552,Chandigarh University,2,0.0
553,Charotar University of Science and Technology,2,0.0
554,Cherepovets State University,1,0.0
555,Chiba Institute of Technology,8,0.0
556,Chitkara University Punjab,8,0.0
557,City College of The City University of New York,1,0.0
558,City University London,14,0.0
559,Cleveland State University,2,0.0
560,D. Y. Patil College of Engineering & Technology Kasaba Bawada Kolhapur ,2,0.0
561,D.Y. Patil School of Engineering Academy Ambi,2,0.0
562,Deakin University,11,0.0
563,DHA Suffa University,1,0.0
564,DIT University,3,0.0
565,Dr. Mahalingam College of Engineering and Technology,1,0.0
566,Düzce University,1,0.0
567,Embry-Riddle Aeronautical University,5,0.0
568,Escola de Engenharia de Lorena da Universidade de São Paulo,4,0.0
569,Escola Universitària Salesiana de Sarrià (UAB),5,0.0
570,Escuela Superior de Ingeniería Automotriz (ESIA) Tlalnepa,3,0.0
571,Escuela Superior de Ingeniería Mecánica y Electrica Unidad Politécnica Ticomán,3,0.0
572,ESIA San Luis Potosi,1,0.0
573,ESTACA - Paris-Saclay (Ecole Supérieure des Techniques Aéronautiques et de Construction Automobile),3,0.0
574,Fachhochschule Frankfurt am Main,2,0.0
575,Faculty of Textile Science & Technology. Shinshu University,5,0.0
576,Fanshawe College,1,0.0
577,Federal University of Paraíba,6,0.0
578,Federation University Australia,3,0.0
579,Ferris State University,11,0.0
580,Flinders University,4,0.0
581,Florida Institute of Technology,12,0.0
582,Fr Conceicao Rodrigues College of Engineering,3,0.0
583,Frederick University,1,0.0
584,Fukui University of Technology,7,0.0
585,G.V.Acharya Institute of Engineering & Technology,1,0.0
586,Galgotias University,3,0.0
587,Grand Canyon University,1,0.0
588,Graphic Era University,1,0.0
589,Guangxi University of Science and Technology,1,0.0
590,Gunma University,2,0.0
591,Guru Gobind Singh Indraprastha University,2,0.0
592,Hacettepe University,4,0.0
593,Haldia Institute of Technology,2,0.0
594,Hanyang University,1,0.0
595,Hanze University of Applied Sciences Groningen,3,0.0
596,Helwan University (‏جامعة حلوان),1,0.0
597,Hindustan Institute of Technology and Science,2,0.0
598,HMR Institute of Technology & Management,1,0.0
599,Hochschule Offenburg,5,0.0
600,Hoseo University,3,0.0
601,IMT Nord Europe - Douai,3,0.0
602,Indian Institute of Technology Bombay,2,0.0
603,Indian Institute of Technology Delhi,4,0.0
604,Indian Institute of Technology Dhanbad,1,0.0
605,Indian Institute of Technology Kanpur,2,0.0
606,Indian Institute of Technology Kharagpur,4,0.0
607,Indian Institute of Technology Roorkee,1,0.0
608,Indira Gandhi Delhi Technical University for Women,2,0.0
609,Institute of Technology Bandung,1,0.0
610,Instituto Politécnico Nacional,2,0.0
611,Instituto Superior de Engenharia de Coimbra,1,0.0
612,Instituto Superior de Engenharia de Lisboa,1,0.0
613,Instituto Tecnológico de Chihuahua,16,0.0
614,Iran University of Science and Technology - Arak,1,0.0
615,Isfahan University of Technology,1,0.0
616,Istanbul Technical University,3,0.0
617,J.C. Bose University of Science and Technology YMCA,2,0.0
618,J.S.S. Academy of Technical Education Noida,1,0.0
619,James Cook University,2,0.0
620,Jilin University,1,0.0
621,Jordan University of Science and Technology,1,0.0
622,K L University,3,0.0
623,Kakatiya Institute of Technology and Science Warangal,1,0.0
624,Kalinga Institute of Industrial Technology,2,0.0
625,Karel de Grote University College,5,0.0
626,KLE Technological University,1,0.0
627,Koblenz University of Applied Science,1,0.0
628,Kochi University of Technology,4,0.0
629,Kumaraguru College of Technology,3,0.0
630,Kunsan National University,2,0.0
631,Kyushu Sangyo University,1,0.0
632,Kyushu University,4,0.0
633,Laxmi Devi Institute of Engineering & Technology,1,0.0
634,Leibniz Universität Hannover,4,0.0
635,LeTourneau University,6,0.0
