Rank,University,Lowest Place,#
1,Monash University,1.0,11
2,Technische Universität Graz,1.0,11
3,Universität Stuttgart,1.0,10
4,GFR DHBW Ravensburg & Oregon State University,1.0,9
5,Fachhochschule Joanneum Graz,1.0,7
6,Hochschule Esslingen,1.0,7
7,École de Technologie Superieure,1.0,7
8,Missouri University of Science and Technology,1.0,6
9,Centro Universitário da FEI,1.0,5
10,Escola de Engenharia de São Carlos da Universidade de São Paulo,1.0,5
11,Sophia University,1.0,5
12,Cornell University,1.0,4
13,Oxford Brookes University,1.0,4
14,Università degli studi di Padova,1.0,4
15,Fachhochschule Coburg,1.0,2
16,Georgia Institute of Technology,1.0,2
17,Hochschule für Angewandte Wissenschaften Hamburg,1.0,2
18,Hochschule Karlsruhe - Technik und Wirtschaft,1.0,2
19,Karlsruhe Institute of Technology,1.0,2
20,Kokushikan University,1.0,2
21,Ostbayerische Technische Hochschule Regensburg,1.0,2
22,Technical University of Munich,1.0,2
23,Technische Universität Berlin,1.0,2
24,Technische Universität Darmstadt,1.0,2
25,Tokyo Denki University,1.0,2
26,Universitat Politécnica de Valéncia,1.0,2
27,University of Bath,1.0,2
28,University of Michigan - Ann Arbor,1.0,2
29,University of Oklahoma,1.0,2
30,University of Wisconsin-Madison,1.0,2
31,University of Wollongong,1.0,2
32,Utsunomiya University,1.0,2
33,Western Washington University,1.0,2
34,Wroclaw University of Technology,1.0,2
35,Alma Mater Studiorum - Università di Bologna,1.0,1
36,Aristotle University of Thessaloniki,1.0,1
37,Auburn University,1.0,1
38,Brno University of Technology,1.0,1
39,California State Polytechnic University Pomona,1.0,1
40,California State University Northridge,1.0,1
41,COEP Technological University ,1.0,1
42,Coventry University,1.0,1
43,Dwarkadas. J. Sanghvi College of Engineering,1.0,1
44,Friedrich-Alexander-Universität Erlangen-Nürnberg,1.0,1
45,Helsinki Metropolia University of Applied Sciences,1.0,1
46,Kanagawa Institute of Technology,1.0,1
47,Kyoto Institute of Technology,1.0,1
48,Liverpool John Moores University,1.0,1
49,McGill University,1.0,1
50,Michigan State University,1.0,1
51,Nagoya Institute of Technology,1.0,1
52,National Technical University of Athens,1.0,1
53,North Carolina State University,1.0,1
54,Osaka University,1.0,1
55,Ostbayerische Technische Hochschule Amberg-Weiden (OTH),1.0,1
56,Politecnico di Milano,1.0,1
57,Purdue University - West Lafayette,1.0,1
58,Rensselaer Polytechnic Institute,1.0,1
59,Rochester Institute of Technology,1.0,1
60,Rutgers The State University of New Jersey,1.0,1
61,San José State University,1.0,1
62,Shibaura Institute of Technology,1.0,1
63,Smt. Kashibai Navale College of Engineering,1.0,1
64,TAMK University of Applied Sciences,1.0,1
65,Technion - Israel Institute of Technology,1.0,1
66,Technische Universität Braunschweig,1.0,1
67,Texas A&M University,1.0,1
68,The University of Akron,1.0,1
69,The University of Tokyo,1.0,1
70,Tokyo City University,1.0,1
71,TU Delft,1.0,1
72,Universidade Paulista,1.0,1
73,University of Canterbury,1.0,1
74,University of Leeds,1.0,1
75,University of Maribor,1.0,1
76,University of Maryland,1.0,1
77,University of Minnesota Twin Cities,1.0,1
78,University of Texas at Arlington,1.0,1
79,University of the West of England,1.0,1
80,University of Toronto,1.0,1
81,University of Western Australia,1.0,1
82,Virginia Polytechnic Institute and State University,1.0,1
83,Westsächsische Hochschule Zwickau,1.0,1
84,Centro Universitário Facens,2.0,4
85,Universidade Estadual de Campinas,2.0,4
86,Edith Cowan University,2.0,3
87,Kyoto University,2.0,3
88,Pennsylvania State University,2.0,3
89,Białystok University of Technology,2.0,2
90,Budapest University of Technology and Economics,2.0,2
91,Carleton University,2.0,2
92,Czech Technical University in Prague,2.0,2
93,University Of Hertfordshire,2.0,2
94,University of Modena and Reggio Emilia,2.0,2
95,University of Washington,2.0,2
96,Cardiff University Wales,2.0,1
97,Chalmers University of Technology,2.0,1
98,Clemson University,2.0,1
99,Curtin University,2.0,1
100,Duale Hochschule Baden-Württemberg Ravensburg,2.0,1
101,Fachhochschule Stralsund,2.0,1
102,Hochschule Darmstadt UAS,2.0,1
103,KTH Royal Institute of Technology,2.0,1
104,Louisiana State University,2.0,1
105,MIT World Peace University,2.0,1
106,Nagoya University,2.0,1
107,Pimpri Chinchwad College Of Engineering,2.0,1
108,Poznan University of Technology,2.0,1
109,Queen's University Belfast,2.0,1
110,Ritsumeikan University,2.0,1
111,RMIT University,2.0,1
112,Shizuoka University,2.0,1
113,South Dakota School of Mines and Technology,2.0,1
114,Swinburne University of Technology,2.0,1
115,Tongji University,2.0,1
116,University Carlos III of Madrid,2.0,1
117,University of Adelaide,2.0,1
118,University of Auckland,2.0,1
119,University of Birmingham,2.0,1
120,University of Florida,2.0,1
121,University of Glasgow,2.0,1
122,University of Illinois at Urbana-Champaign,2.0,1
123,University of South Florida,2.0,1
124,Università degli Studi di Firenze,2.0,1
125,VŠB - Technical University of Ostrava,2.0,1
126,École Polytechnique de Montréal,2.0,1
127,Kanazawa University,3.0,3
128,Fachhochschule Konstanz,3.0,2
129,Tallinn TU UAS,3.0,2
130,University of Melbourne,3.0,2
131,Brunel University London,3.0,1
132,California State Polytechnic University - San Luis Obispo,3.0,1
133,Centro Federal de Educação Tecnológica de Minas Gerais,3.0,1
134,Chiba University,3.0,1
135,Czech University of Life Sciences Prague,3.0,1
136,ETH Zürich,3.0,1
137,Fachhochschule München,3.0,1
138,Ibaraki University,3.0,1
139,Indian Institute of Technology Madras,3.0,1
140,Instituto Mauá de Tecnologia,3.0,1
141,Kookmin University,3.0,1
142,Maejo University,3.0,1
143,Oregon State University,3.0,1
144,Politecnico di Torino,3.0,1
145,Staffordshire University,3.0,1
146,Technical University of Liberec,3.0,1
147,Technische Hochschule Mittelhessen,3.0,1
148,The Ohio State University,3.0,1
149,Universidade Federal de Minas Gerais,3.0,1
150,Universidade Federal do Rio de Janeiro,3.0,1
151,University of Applied Sciences Ravensburg-Weingarten,3.0,1
152,University of Missouri,3.0,1
153,University of Southampton,3.0,1
154,University of Sydney,3.0,1
155,University of Toledo,3.0,1
156,University of Ulster,3.0,1
157,University of Waterloo,3.0,1
158,Università degli Studi di Ferrara,3.0,1
159,Universität Paderborn,3.0,1
160,Western University,3.0,1
161,AGH University of Science and Technology,4.0,2
162,University of Queensland,4.0,2
163,Dartmouth College,4.0,1
164,Deakin University,4.0,1
165,Ecole Nationale d'Ingénieurs de Metz,4.0,1
166,Escola Politécnica da Universidade de São Paulo,4.0,1
167,Griffith University,4.0,1
168,Iowa State University,4.0,1
169,Kanazawa Institute of Technology,4.0,1
170,Lund University,4.0,1
171,Manipal Academy of Higher Education,4.0,1
172,Nihon Automobile College,4.0,1
173,Nippon Institute of Technology,4.0,1
174,R.V.College of Engineering,4.0,1
175,Széchenyi István University,4.0,1
176,Technische Universität Bergakademie Freiberg,4.0,1
177,UAS Würzburg-Schweinfurt,4.0,1
178,Universidade Federal de Santa Maria,4.0,1
179,University of California Berkeley,4.0,1
180,University of California Davis,4.0,1
181,University of Huddersfield,4.0,1
182,University of New Mexico,4.0,1
183,University of New South Wales,4.0,1
184,Università della Calabria,4.0,1
185,Universität Kassel,4.0,1
186,Vishwakarma Institute of Technology,4.0,1
187,Loughborough University,5.0,5
188,Yokohama National University,5.0,3
189,Osaka Sangyo University,5.0,2
190,Queensland University of Technology,5.0,2
191,Drexel University,5.0,1
192,Fachhochschule Kiel,5.0,1
193,Hochschule Pforzheim,5.0,1
194,Imperial College London,5.0,1
195,K. J. Somaiya College of Engineering,5.0,1
196,Kansas State University,5.0,1
197,Lawrence Technological University,5.0,1
198,Lovely Professional University,5.0,1
199,Rzeszów University of Technology,5.0,1
200,SRM Institute of Science and Technology - Kattankulathur,5.0,1
201,The University of Michigan-Dearborn,5.0,1
202,The University of Newcastle,5.0,1
203,Ulm University of Applied Sciences,5.0,1
204,Universidad Europea de Madrid,5.0,1
205,University of Alabama,5.0,1
206,University of Calgary,5.0,1
207,University of Idaho,5.0,1
208,University of Malta,5.0,1
209,University of Pittsburgh,5.0,1
210,University of Seville,5.0,1
211,University of South Australia,5.0,1
212,Università di Pisa,5.0,1
213,Washington State University,5.0,1
214,Saginaw Valley State University,6.0,2
215,University of New South Wales - Australian Defence Force Academy,6.0,2
216,College of Science and Technology Nihon University,6.0,1
217,De Montfort University,6.0,1
218,Democritus University of Thrace,6.0,1
219,Escola Politècnica Superior d'Enginyeria de Manresa,6.0,1
220,Escola Tècnica Superior d'Enginyeria Industrial de Barcelona - Universitat Politècnica de Catalunya,6.0,1
221,Fachhochschule Aachen,6.0,1
222,Gdańsk University of Technology,6.0,1
223,Helmut Schmidt Universität  Universität der Bundeswehr Hamburg,6.0,1
224,Hokkaido University,6.0,1
225,Honda Technical College Kanto,6.0,1
226,Kettering University,6.0,1
227,King Mongkut's University of Technology Thonburi,6.0,1
228,Kumaraguru College of Technology,6.0,1
229,Lehigh University,6.0,1
230,Oakland University,6.0,1
231,State University of New York at Buffalo,6.0,1
232,Technische Hochschule Ostwestfalen-Lippe,6.0,1
233,Technische Universiteit Eindhoven,6.0,1
234,Technische Universität Wien,6.0,1
235,Tokai University,6.0,1
236,Toyohashi University of Technology,6.0,1
237,Universidade Federal do Rio Grande do Sul,6.0,1
238,University of Belgrade (Универзитет у Београду),6.0,1
239,University of Colorado at Boulder,6.0,1
240,University of Guelph,6.0,1
241,University of West Bohemia,6.0,1
242,Università degli Studi di Roma Tor Vergata,6.0,1
243,Université Laval,6.0,1
244,VIT University - Chennai,6.0,1
245,Worcester Polytechnic Institute,6.0,1
246,UAS Kempten,7.0,4
247,Fachhochschule Hannover,7.0,2
248,University of Tasmania,7.0,2
249,Arizona State University,7.0,1
250,Doshisha University,7.0,1
251,Gujarat Technological University,7.0,1
252,Kennesaw State University,7.0,1
253,Meijo University,7.0,1
254,Osaka Institute of Technology,7.0,1
255,Ostfalia University of Applied Sciences,7.0,1
256,TECNUN - University of Navarra,7.0,1
257,Universidade Federal de São João del Rei,7.0,1
258,Universitatea Transilvania din Braşov,7.0,1
259,University of Alberta,7.0,1
260,University of California San Diego,7.0,1
261,University of Cincinnati,7.0,1
262,University of Nebraska–Lincoln,7.0,1
263,University of North Carolina at Charlotte,7.0,1
264,University of Waikato,7.0,1
265,University of Wales Trinity Saint David,7.0,1
266,Università degli Studi di Napoli Federico II,7.0,1
267,Universität Bayreuth,7.0,1
268,Waseda University,7.0,1
269,Hochschule RheinMain,8.0,2
270,Sardar Patel College of Engineering Mumbai,8.0,2
271,University of Kansas,8.0,2
272,University of Yamanashi,8.0,2
273,Chiba Institute of Technology,8.0,1
274,FH Campus Wien,8.0,1
275,Gadjah Mada University,8.0,1
276,Hochschule Heilbronn,8.0,1
277,Honda Technical College Kansai,8.0,1
278,Kasetsart University,8.0,1
279,Kinki University,8.0,1
280,Marche Polytechnic University,8.0,1
281,National University of Singapore,8.0,1
282,Ryerson University,8.0,1
283,Tokyo Metropolitan College of Industrial Technology,8.0,1
284,Universidade Federal de Itajubá - Itabira,8.0,1
285,Universidade Federal Fluminense - Niterói,8.0,1
286,University of Central Lancashire,8.0,1
287,University of Ontario Institute of Technology,8.0,1
288,University of Strathclyde,8.0,1
289,University of Texas at Austin,8.0,1
290,Università degli Studi di Roma La Sapienza,8.0,1
291,Western Sydney University,8.0,1
292,York College of Pennsylvania,8.0,1
293,Rheinisch-Westfälische Technische Hochschule Aachen,9.0,2
294,Australian National University,9.0,1
295,Hochschule Mannheim,9.0,1
296,Hochschule Niederrhein,9.0,1
297,Indian Institute of Technology Kharagpur,9.0,1
298,Instituto Tecnológico de Buenos Aires,9.0,1
299,Karlstad University,9.0,1
300,Kingston University,9.0,1
301,PSG College of Technology,9.0,1
302,Rose-Hulman Institute of Technology,9.0,1
303,Shizuoka Institute of Science and Technology,9.0,1
304,Togliatti State University,9.0,1
305,Universidade de Lisboa - Instituto Superior Técnico,9.0,1
306,University of Burgundy - ISAT,9.0,1
307,University of Cadiz,9.0,1
308,University of Evansville,9.0,1
309,University of North Florida,9.0,1
310,University of Sheffield,9.0,1
311,Université du Québec à Trois-Rivières,9.0,1
312,Yıldız Technical University,9.0,1
313,École Centrale de Lyon,9.0,1
314,Escola Universitària Salesiana de Sarrià (UAB),10.0,2
315,University of Technology Sydney,10.0,2
316,Ben-Gurion University of the Negev,10.0,1
317,California State University Chico,10.0,1
318,Fachhochschule für Wirtschaft und Technik,10.0,1
319,Heriot-Watt University,10.0,1
320,Michigan Technological University,10.0,1
321,Moscow Polytechnic University,10.0,1
322,Pittsburg State University,10.0,1
323,Ruhr-Universität Bochum,10.0,1
324,Universidade de Brasília,10.0,1
325,Universidade Federal de Santa Catarina,10.0,1
326,University College Dublin,10.0,1
327,University of Connecticut,10.0,1
328,University of Thessaly,10.0,1
329,Università degli Studi della Tuscia,10.0,1
330,Vishwakarma Institute of Information Technology,10.0,1
331,Kogakuin University,11.0,2
332,Colorado State University,11.0,1
333,Daido Institute of Technology,11.0,1
334,Gheorghe Asachi Technical University of Iaşi,11.0,1
335,Institute of Technologists,11.0,1
336,Keio University,11.0,1
337,Kobe University,11.0,1
338,Kumoh National Institute of Technology,11.0,1
339,Kurume Institute of Technology,11.0,1
340,Kyushu Institute of Technology,11.0,1
341,Marquette University,11.0,1
342,Osaka City University,11.0,1
343,Prince of Songkla University,11.0,1
344,Silesian University of Technology,11.0,1
345,South Dakota State University,11.0,1
346,Swansea University,11.0,1
347,Toyota Technical College Nagoya,11.0,1
348,Universidad de Vigo,11.0,1
349,Universidade Federal da Bahia,11.0,1
350,Universidade Federal de Itajubá - Itajubá,11.0,1
351,Universitat Jaume I,11.0,1
352,University of Fukui,11.0,1
353,University of Malaga,11.0,1
354,University of Moratuwa,11.0,1
355,University of Southern California,11.0,1
356,Università del Salento,11.0,1
357,Universität der Bundeswehr München,11.0,1
358,Technische Hochschule Lübeck,12.0,2
359,Duke University,12.0,1
360,Hochschule für Technik und Wirtschaft Berlin,12.0,1
361,Hochschule für Technik und Wirtschaft Mittweida,12.0,1
362,Manchester Metropolitan University,12.0,1
363,Norwegian University of Science and Technology,12.0,1
364,Queen's University,12.0,1
365,Sheffield Hallam University,12.0,1
366,Siam University,12.0,1
367,Temple University,12.0,1
368,UNESP - Campus de Ilha Solteira,12.0,1
369,Universidad Rey Juan Carlos,12.0,1
370,University of Louisville,12.0,1
371,University of Portsmouth,12.0,1
372,Università degli Studi di Parma,12.0,1
373,Villanova University,12.0,1
374,Yeungnam University College,12.0,1
375,Aalborg University,13.0,2
376,Lafayette College,13.0,1
377,Lancaster  University,13.0,1
378,McMaster University,13.0,1
379,Otto-von-Guericke-Universität Magdeburg,13.0,1
380,Pellissippi State Community College,13.0,1
381,Saarland University,13.0,1
382,Santa Clara University,13.0,1
383,University of Arizona,13.0,1
384,University of British Columbia - Vancouver,13.0,1
385,University of the Basque Country,13.0,1
386,Bergische Universität Wuppertal,14.0,1
387,California State University Fresno,14.0,1
388,Georgia Southern University,14.0,1
389,Hanyang University,14.0,1
390,Hubei University of Automotive Technology,14.0,1
391,Jilin University,14.0,1
392,Linköping University,14.0,1
393,Middle Tennessee State University,14.0,1
394,Okayama University,14.0,1
395,Tokyo Metropolitan University,14.0,1
396,Universidad Politécnica de Madrid (UPM),14.0,1
397,Universidade Independente,14.0,1
398,University of Hull,14.0,1
399,University of Miskolc,14.0,1
400,University of Rijeka,14.0,1
401,University of Southern Queensland,14.0,1
