Rank,University,#,Points
641,Tottori University,9,47.77777777777778
642,The University of Kitakyushu,5,47.6
643,Universidad Rey Juan Carlos,7,47.6
644,California State University Long Beach,8,47.5
645,Leibniz Universität Hannover,4,47.25
646,University of California Irvine,16,47.1875
647,Polytechnic Institute of New York University,5,47.0
648,Aichi Institute of Technology,9,46.666666666666664
649,Miami University,3,46.666666666666664
650,Universidad Nacional Experimental Politécnica,3,46.666666666666664
651,Amrita School of Engineering Coimbatore,3,46.333333333333336
652,Fr Conceicao Rodrigues College of Engineering,3,46.333333333333336
653,Penn State Harrisburg,4,46.25
654,Peoples' Friendship University of Russia,8,46.25
655,Teikyo University,3,46.0
656,University of Dundee,6,46.0
657,Southern Illinois University Edwardsville,6,45.833333333333336
658,Thai-Nichi Institute of Technology,3,45.666666666666664
659,The National Institute of Engineering Mysore,3,45.666666666666664
660,Gheorghe Asachi Technical University of Iaşi,9,45.60333333333334
661,Indian Institute of Technology Delhi,4,45.5
662,University of Exeter,7,45.285714285714285
663,Western Sydney University,2,45.1
664,Hokkaido Automotive Engineering College,1,45.0
665,Kyushu University,4,45.0
666,MGM's Jawaharlal Nehru Engineering College,1,45.0
667,Manchester Metropolitan University,13,44.69230769230769
668,City University London,14,44.57142857142857
669,University of Oulu,2,44.05
670,Faculty of Textile Science & Technology. Shinshu University,5,44.044000000000004
671,Amrutvahini College Of Engineering Sangamner,1,44.0
672,Gunma University,2,44.0
673,San Diego State University,16,44.0
674,Union College,3,44.0
675,Amity School of Engineering and Technology,3,43.973333333333336
676,HAN University of Applied Sciences,4,43.85
677,Universidade Comunitária Regional de Chapecó,3,43.776666666666664
678,Universidad Autónoma del Estado de México,12,43.75
679,University of the West of Scotland,3,43.666666666666664
680,Universidade Estadual Paulista - Guaratinguetá,9,43.65222222222222
681,Universidade Federal Fluminense - Niterói,11,43.625454545454545
682,University of Ottawa,5,43.6
683,University of Toyama,5,43.4
684,Universidad Panamericana Sede México,6,43.333333333333336
685,Hindustan Institute of Technology and Science,2,43.21
686,Guru Gobind Singh Indraprastha University,2,43.0
687,Çukurova University,1,42.86
688,Ramaiah Institute of Technology,5,42.832
689,Portland State University,12,42.583333333333336
690,St. Cloud State University,8,42.5
691,University of California Riverside,3,42.333333333333336
692,University of Delhi,3,42.333333333333336
693,University of Malaga,5,42.28
694,University of Hull,8,42.25
695,Kingston University,2,42.0
696,Koblenz University of Applied Science,1,42.0
697,London South Bank University,1,42.0
698,Nitte Meenakshi Institute of Technology,1,42.0
699,Universitat Jaume I,7,41.714285714285715
700,Polo Universitario de Volta Redonda - Universidade Federal Fluminense,5,41.556
701,Saraswati College of Engineering,1,41.0
702,Tokyo Institute of Technology,2,41.0
703,University of Massachusetts Lowell,8,40.8975
704,Universidade Paulista,11,40.52090909090909
705,Tyumen Industrial University,4,40.272499999999994
706,Escola Politècnica Superior d'Enginyeria de Vilanova i la Geltrú UPC,7,40.19428571428572
707,Liaoning University of Technology,1,40.0
708,Peter the Great St. Petersburg Polytechnic University,1,40.0
709,Philadelphia University,1,40.0
710,Shonan Institute of Technology,1,40.0
711,Tsinghua University,1,40.0
712,Universidad Católica Andrés Bello,2,40.0
713,Universidad Interamericana de Puerto Rico,1,40.0
714,University of Alabama at Birmingham,1,40.0
715,University of New Brunswick,1,40.0
716,University of Virginia,1,40.0
717,École nationale d'aérotechnique,1,40.0
718,Universidade Federal da Bahia,6,39.89333333333333
719,Osaka Prefecture University,5,39.8
720,Universidad Francisco de Vitoria,3,39.6
721,Sheffield Hallam University,15,39.53333333333333
722,Thomas More Mechelen - De Nayer,1,39.5
723,University of Cadiz,6,39.5
724,São Paulo State University - UNESP - Bauru,4,39.3875
725,Polytechnic University of Puerto Rico,6,39.333333333333336
726,Aoyama Gakuin University,6,39.166666666666664
727,Moscow State Automobile & Road Technical University - MADI,10,39.126999999999995
728,Federation University Australia,3,39.03333333333333
729,Maejo University,1,39.0
730,Technische Hochschule Lübeck,6,38.580000000000005
731,Sebelas Maret University,2,38.5
732,Sri Venkateswara College of Engineering,4,38.457499999999996
733,Alexandria University,3,38.333333333333336
734,University of Minnesota Duluth,6,38.333333333333336
735,National Institute of Technology - Karnataka,3,38.0
736,National Technical University of Ukraine Kyiv Polytechnic Institute,2,37.945
737,Universitat de Girona,3,37.5
738,Fukui University of Technology,7,37.10857142857143
739,Instituto Superior de Engenharia de Coimbra,1,37.0
740,University Institute of Technology RGPV Bhopal,1,37.0
741,College of Industrial Technology Nihon University,11,36.78727272727272
742,Escuela Superior de Ingeniería Automotriz (ESIA) Tlalnepa,3,36.666666666666664
743,Universidad de las Fuerzas Armadas - ESPE,3,36.666666666666664
744,Hacettepe University,4,36.53
745,Universidade Federal de Sergipe,3,36.5
746,Okayama University of Science,8,36.25
747,Dr. Mahalingam College of Engineering and Technology,1,36.0
748,Indian Institute of Technology Dhanbad,1,36.0
749,NBN Sinhgad School Of Engineering,1,36.0
750,Zhejiang University City College,1,36.0
751,Universidad Metropolitana,7,35.857142857142854
752,California State University Los Angeles,6,35.666666666666664
753,Indian Institute of Technology Bombay,2,35.5
754,University of Salford,3,35.333333333333336
755,Universidade Federal de Campina Grande,2,35.275
756,Nizhny Novgorod State Technical University,1,35.0
757,University of Iowa,2,35.0
758,University of St. Thomas,4,35.0
759,Universidade Paulista - Sorocaba,2,34.92
760,Setsunan University,10,34.4
761,K L University,3,34.333333333333336
762,Sinhgad College of Engineering Vadgaon,8,34.285
763,Shizuoka Professional College of Automobile Technology,6,34.166666666666664
764,Instituto Politécnico Nacional,2,34.0
765,Universidade Federal do Ceará,1,33.7
766,University Putra Malaysia,1,33.0
767,Kumaraguru College of Technology,3,32.946666666666665
768,Hochschule Offenburg,5,32.8
769,Universitatea Politehnica Timișoara,2,32.785
770,Universidade Federal de Santa Catarina,7,32.567142857142855
771,National Institute of Technology - Calicut,2,32.5
772,University of Nottingham,6,32.25
773,Hiroshima Institute of Technology,6,31.666666666666668
774,Yamagata University,3,31.666666666666668
775,Lokmanya Tilak College of Engineering,1,31.0
776,Pillai College Of Engineering,2,31.0
777,Universidade Federal De Lavras,1,31.0
778,Cherepovets State University,1,30.66
779,Odessa Polytechnic National State University,7,30.368571428571432
780,Universidade Estadual do Oeste do Paraná,1,30.3
781,Saitama Institute of Technology,7,30.142857142857142
782,Universidade Federal de Santa Catarina - Joinville,5,30.022000000000002
783,City College of The City University of New York,1,30.0
784,Grand Canyon University,1,30.0
785,RMD Sinhgad School of Engineering,1,30.0
786,SRM Institute of Science and Technology - Ramapuram,1,30.0
787,Saint Louis University,7,29.428571428571427
788,Düzce University,1,29.14
789,University College London,7,28.142857142857142
790,CESI École d’ingénieurs - Nanterre,1,28.06
791,DHA Suffa University,1,27.5
792,Middle Tennessee State University,4,27.5
793,Universiti Teknologi Petronas,1,27.2
794,Trinity College University of Dublin,1,27.0
795,HMR Institute of Technology & Management,1,26.9
796,Hanze University of Applied Sciences Groningen,3,26.7
797,University of Sunderland,14,26.678571428571427
798,Karel de Grote University College,5,26.6
799,Chandigarh University,2,26.5
800,New Jersey Institute of Technology,3,26.0
801,Universidad Tecnológica de Pereira,1,26.0
802,University Politehnica Of Bucharest,2,26.0
803,École Centrale Paris,1,26.0
804,Bangalore Institute of Technology,2,25.0
805,Guangxi University of Science and Technology,1,25.0
806,Indira Gandhi Delhi Technical University for Women,2,25.0
807,University of Georgia,2,25.0
808,Birla Institute of Science and Technology Pilani - Dubai,3,24.906666666666666
809,University of Mostar,2,24.445
810,TKM  College of Engineering,1,24.0
811,University of Indonesia,1,24.0
812,University of Valladolid,1,24.0
813,University of Kocaeli,2,23.74
814,Queen Mary University of London,2,23.5
815,Ferdowsi University of Mashad,1,23.47
816,Universidad Politécnica de Cartagena,4,23.25
817,Imperial College London,6,23.166666666666668
818,Bhartiya Institute of Engineering and Technology,1,22.9
819,Universidad de Oriente Venezuela,4,22.5
820,Netaji Subhas Institute of Technology,1,22.07
821,Kakatiya Institute of Technology and Science Warangal,1,22.0
822,Universidade Federal de Itajubá - Itabira,4,21.9625
823,Università degli Studi di Salerno,1,21.9
824,Bharati Vidyapeeth College of Engineering,4,21.75
825,Frederick University,1,21.72
826,Centro integrado de Manufatura e Tecnologia - SENAICIMATEC,8,21.646250000000002
827,Belgorod state technological university named after V. G. Shukhov,3,21.53333333333333
828,Tokyo Tech Car College Setagaya,1,21.0
829,PES Institute of Technology,2,20.0
830,Siam University,3,20.0
831,Ataturk University,1,19.42
832,Aso College of Automotive Engineering and Technology,5,19.0
833,Chaitanya Bharathi Institute of Technology,2,18.965
834,AISSMS (All India Shri Shivaji Memorial Society's) College of Engineering,2,18.5
835,PEC University of Technology,1,18.0
836,UniSALESIANO Araçatuba,2,17.275
837,Vasavi College of Engineering,1,17.0
838,Galgotias University,3,16.666666666666668
839,Uludağ University,2,16.5
840,Federal University of Paraíba,6,16.216666666666665
841,Ceylon-German Technical Training Institute,1,16.0
842,Manav Rachna International University,2,15.0
843,Sardar Vallabhbhai National Institute of Technology,1,15.0
844,St. Vincent Pallotti College of Engineering and Technology,1,15.0
845,Ufa State Aviation Technical University,1,15.0
846,Universidade Federal de São Carlos,6,14.741666666666667
847,Centro Federal de Educação Tecnológica Celso Suckow da Fonseca,4,14.635
848,Haldia Institute of Technology,2,14.0
849,Institute of Technology Bandung,1,13.0
850,Escola de Engenharia de Lorena da Universidade de São Paulo,4,12.4125
851,TSSM’s Bhivarabai Sawant College of Engineering & Research,1,11.0
852,M.H. Saboo Siddik College of Engineering,2,10.0
853,Madras Institute of Technology,1,10.0
854,Rayat Institute of Engineering and Information Technology,1,10.0
855,Universidade Paulista - Campinas - Campus II,1,10.0
856,University of Northampton,2,10.0
857,NED University of Engineering and Technology,3,9.87
858,Escuela Superior de Ingeniería Mecánica y Electrica Unidad Politécnica Ticomán,3,6.666666666666667
859,Laxmi Devi Institute of Engineering & Technology,1,5.0
860,National Institute of Technology - Jamshedpur,3,1.6666666666666667
861,Acharya Institute of Technology,1,0.0
862,ESIA San Luis Potosi,1,0.0
863,J.S.S. Academy of Technical Education Noida,1,0.0
864,North East Wales Institute of Higher Education,2,0.0
865,P.E.S. Modern College of Engineering,1,0.0
866,Seoul National University of Science and Technology,1,0.0
867,Sinhgad Academy Of Engineering,1,0.0
868,Texas State University,1,0.0
869,Universidade Federal de Mato Grosso,1,0.0
870,Universidade Federal de Uberlândia - UFU,1,0.0
871,Universidade Federal de Viçosa,1,0.0
872,Universidade Federal do Pará - Campus Tucuruí - UFPA,1,0.0
873,University of Massachusetts Dartmouth,1,0.0
874,Vaughn College of Aeronautics and Technology,1,0.0
875,WIZ International College of Information and Technology,1,0.0
