Rank,University,Points
1,Universität Stuttgart,16474.110000000004
2,Technische Universität Graz,12575.000000000002
3,Hochschule Esslingen,9126.349999999999
4,Rochester Institute of Technology,8906.76
5,Fachhochschule Joanneum Graz,8875.970000000001
6,Fachhochschule Coburg,8165.550000000001
7,The University of Akron,7316.62
8,University of Michigan - Ann Arbor,7152.889999999999
9,GFR DHBW Ravensburg & Oregon State University,7043.4
10,Hochschule für Angewandte Wissenschaften Hamburg,6799.4400000000005
11,Monash University,6712.62
12,Technical University of Munich,5964.3099999999995
13,Missouri University of Science and Technology,5961.389999999999
14,Czech Technical University in Prague,5605.699999999999
15,École de Technologie Superieure,5464.51
16,Auburn University,5426.81
17,Karlsruhe Institute of Technology,5319.9800000000005
18,University of Kansas,5283.18
19,Cornell University,5224.04
20,University of Wollongong,5153.53
21,University of Wisconsin-Madison,4951.01
22,University Of Hertfordshire,4940.780000000001
23,University of Western Australia,4744.22
24,University of Toledo,4674.129999999999
25,Friedrich-Alexander-Universität Erlangen-Nürnberg,4640.27
26,University of Texas at Arlington,4527.67
27,University of Bath,4502.13
28,University of Illinois at Urbana-Champaign,4383.2300000000005
29,University of Missouri,4367.599999999999
30,Brno University of Technology,4357.889999999999
31,University of Washington,4298.42
32,Clemson University,4296.3099999999995
33,University of Toronto,4240.05
34,RMIT University,4240.01
35,Sophia University,4162.58
36,Wroclaw University of Technology,4123.950000000001
37,Michigan State University,4118.89
38,California State Polytechnic University Pomona,3965.7599999999998
39,Fachhochschule Stralsund,3925.17
40,Hochschule Karlsruhe - Technik und Wirtschaft,3916.25
41,The Ohio State University,3839.6399999999994
42,University of Florida,3783.1800000000003
43,Helsinki Metropolia University of Applied Sciences,3718.55
44,University of Applied Sciences Ravensburg-Weingarten,3629.18
45,University of Oklahoma,3541.3100000000004
46,Technische Universität Berlin,3518.19
47,Georgia Institute of Technology,3440.2
48,Ostbayerische Technische Hochschule Regensburg,3403.87
49,Oxford Brookes University,3388.35
50,University of Cincinnati,3381.29
51,Shibaura Institute of Technology,3379.79
52,Texas A&M University,3367.7500000000005
53,Fachhochschule München,3354.72
54,Universitat Politécnica de Valéncia,3342.63
55,Ostbayerische Technische Hochschule Amberg-Weiden (OTH),3342.2799999999997
56,Yokohama National University,3336.0
57,University of Waterloo,3270.88
58,École Polytechnique de Montréal,3229.6800000000003
59,Western University,3186.79
60,University of Queensland,3143.66
61,Alma Mater Studiorum - Università di Bologna,3109.4300000000003
62,Università degli studi di Padova,3108.43
63,University of Modena and Reggio Emilia,3087.29
64,Centro Universitário da FEI,3015.8
65,Dartmouth College,2994.7400000000002
66,Chalmers University of Technology,2882.37
67,Hochschule Darmstadt UAS,2875.3
68,Kokushikan University,2865.22
69,Osaka University,2821.75
70,University of Melbourne,2767.9900000000002
71,Rutgers The State University of New Jersey,2736.25
72,Loughborough University,2733.55
73,Centro Universitário Facens,2718.3500000000004
74,Virginia Polytechnic Institute and State University,2715.78
75,University of Sydney,2713.6499999999996
76,Tokai University,2711.8199999999997
77,Politecnico di Milano,2709.37
78,Rensselaer Polytechnic Institute,2701.77
79,Universität Paderborn,2691.49
80,North Carolina State University,2688.71
81,Utsunomiya University,2677.39
82,Tokyo City University,2650.75
83,Universität Kassel,2648.24
84,Kettering University,2583.58
85,Brown University,2555.5199999999995
86,Université Laval,2539.81
87,Iowa State University,2496.3199999999997
88,Politecnico di Torino,2478.08
89,Széchenyi István University,2440.16
90,Pennsylvania State University,2407.48
91,Nagoya University,2404.34
92,Kyoto Institute of Technology,2364.79
93,Purdue University - West Lafayette,2363.2000000000007
94,California State University Northridge,2355.22
95,Fachhochschule Konstanz,2354.3500000000004
96,Technische Hochschule Mittelhessen,2340.46
97,McGill University,2338.3700000000003
98,University of Pittsburgh,2334.46
99,UAS Kempten,2333.6400000000003
100,The University of Michigan-Dearborn,2330.25
101,Kanazawa University,2315.11
102,Chiba University,2287.75
103,Brunel University London,2270.5099999999998
104,Białystok University of Technology,2223.37
105,Nagoya Institute of Technology,2192.76
106,San José State University,2146.7999999999997
107,University of Leeds,2144.3799999999997
108,University of Connecticut,2142.98
109,University of New South Wales,2123.2799999999997
110,University of Minnesota Twin Cities,2110.88
111,Tokyo Denki University,2094.35
112,Oakland University,2088.2200000000003
113,University of Adelaide,2082.7
114,Carleton University,2076.48
115,Western Washington University,2060.1800000000003
116,Aristotle University of Thessaloniki,2059.04
117,Czech University of Life Sciences Prague,2021.6400000000003
118,The University of Tokyo,2011.5799999999997
119,Curtin University,2002.1599999999999
120,Drexel University,1975.62
121,Nihon Automobile College,1973.6900000000003
122,TU Delft,1972.5500000000002
123,Kookmin University,1963.01
124,Edith Cowan University,1959.2900000000002
125,College of Science and Technology Nihon University,1954.08
126,Tallinn TU UAS,1936.42
127,Technische Universität Braunschweig,1932.97
128,California State Polytechnic University - San Luis Obispo,1925.4400000000003
129,Kyoto University,1914.06
130,Technische Universität Darmstadt,1910.0
131,Tokyo University of Science,1909.01
132,Ibaraki University,1907.62
133,Ritsumeikan University,1894.8400000000001
134,Doshisha University,1887.69
135,University of Maryland,1880.45
136,University of South Florida,1879.39
137,Cardiff University Wales,1854.31
138,University of Strathclyde,1849.31
139,National University of Singapore,1840.98
140,Shizuoka University,1785.69
141,Université du Québec à Trois-Rivières,1755.6200000000003
142,Duke University,1718.8400000000001
143,Tongji University,1711.5499999999997
144,Fachhochschule Kiel,1707.9099999999999
145,Saginaw Valley State University,1693.3999999999999
146,University of Texas at Austin,1685.35
147,Budapest University of Technology and Economics,1685.15
148,University of Birmingham,1666.76
149,Kanagawa Institute of Technology,1633.46
150,Ulm University of Applied Sciences,1610.8600000000001
151,Kennesaw State University,1599.96
152,Oregon State University,1565.6699999999998
153,Westsächsische Hochschule Zwickau,1563.74
154,California State University Sacramento,1556.3100000000002
155,Toyohashi University of Technology,1552.44
156,Kobe University,1540.72
157,UAS Würzburg-Schweinfurt,1513.72
158,Università di Pisa,1505.37
159,Shizuoka Institute of Science and Technology,1483.5400000000002
160,Michigan Technological University,1477.08
161,University of Auckland,1473.22
162,Louisiana State University,1430.17
163,Kyushu Institute of Technology,1429.71
164,Nippon Institute of Technology,1421.58
165,Lund University,1412.65
166,ETH Zürich,1411.75
167,Institute of Technologists,1350.86
168,University of Burgundy - ISAT,1317.5600000000002
169,Queen's University Belfast,1299.8400000000001
170,University of Alberta,1285.29
171,University of North Carolina at Charlotte,1272.61
172,Meijo University,1269.4199999999998
173,Swinburne University of Technology,1265.79
174,University of West Bohemia,1261.1
175,University of New Mexico,1260.82
176,Clarkson University,1258.31
177,Technische Hochschule Ostwestfalen-Lippe,1257.19
178,Ostfalia University of Applied Sciences,1248.52
179,Technische Universität Wien,1241.0700000000002
180,Queensland University of Technology,1229.21
181,University of Maribor,1225.09
182,South Dakota School of Mines and Technology,1207.54
183,Yıldız Technical University,1200.32
184,University of Huddersfield,1166.5600000000002
185,Villanova University,1156.7
186,Universidade Estadual de Campinas,1156.6100000000001
187,Lawrence Technological University,1155.3600000000001
188,KTH Royal Institute of Technology,1139.81
189,Technische Universität Bergakademie Freiberg,1128.67
190,University of Yamanashi,1117.38
191,University of New South Wales - Australian Defence Force Academy,1101.1000000000001
192,University of Manitoba,1087.58
193,King Mongkut's University of Technology Thonburi,1078.77
194,Kinki University,1073.5
195,University of Waikato,1071.4
196,Worcester Polytechnic Institute,1070.02
197,University of Victoria,1064.04
198,Kogakuin University,1060.1799999999998
199,Ryerson University,1059.21
200,Universidad Simón Bolívar,1057.5500000000002
201,Poznan University of Technology,1056.7699999999998
202,Queen's University,1055.72
203,Osaka Sangyo University,1046.8700000000001
204,University of Wales Trinity Saint David,1037.39
205,Florida Atlantic University,1010.8
206,Tokyo University of Agriculture and Technology,1008.3300000000002
207,Fachhochschule Hannover,1008.18
208,Rose-Hulman Institute of Technology,1000.6
209,Ecole Nationale d'Ingénieurs de Metz,986.77
210,Griffith University,981.8
211,Massachusetts Institute of Technology,981.1199999999999
