Rank,University,Lowest Place,#
1,Korea University of Technology and Education,1st,1
2,Kookmin University,10th,2
3,Yeungnam University College,13th,1
4,Kumoh National Institute of Technology,19th,1
5,Hoseo University,20th,1
6,University of Ulsan,22nd,1
7,Ajou University,29th,1
8,Kunsan National University,35th,1
9,Hanyang University,37th,1
10,Chungbuk National University,41st,1
11,Seoul National University of Science and Technology,57th,1
