Rank,University,Lowest Place,#
1,Kookmin University,5th,1
2,Korea University of Technology and Education,17th,1
3,University of Ulsan,17th,1
4,Yeungnam University College,18th,1
5,Chungbuk National University,23rd,1
6,Kumoh National Institute of Technology,33rd,1
7,Ajou University,34th,1
8,Hanyang University,36th,1
9,Seoul National University of Science and Technology,52nd,1
10,Hoseo University,53rd,1
11,Kunsan National University,N/A,0
