Rank,University,Lowest Place,#
1,Kookmin University,14th,1
2,Yeungnam University College,15th,1
3,Korea University of Technology and Education,21st,1
4,Chungbuk National University,25th,1
5,Kumoh National Institute of Technology,25th,1
6,Seoul National University of Science and Technology,44th,1
7,Ajou University,N/A,0
8,Hanyang University,N/A,0
9,Hoseo University,N/A,0
10,Kunsan National University,N/A,0
11,University of Ulsan,N/A,0
