Rank,University,Points
1,ETH Zürich,2778.52
2,Universität Stuttgart,2213.22
3,Karlsruhe Institute of Technology,2193.37
4,Westsächsische Hochschule Zwickau,2129.62
5,TU Delft,2001.01
6,Technical University of Munich,1881.36
7,Tallinn TU UAS,1816.58
8,Duale Hochschule Baden-Württemberg Stuttgart,1578.3
9,Fachhochschule München,1473.75
10,Technische Universität Bergakademie Freiberg,1391.68
11,Technische Universiteit Eindhoven,1352.2
12,Technische Universität Dresden,1269.07
13,GFR DHBW Ravensburg & Oregon State University,1234.41
14,Rheinisch-Westfälische Technische Hochschule Aachen,1156.57
15,Hochschule Bonn-Rhein-Sieg,1139.38
16,Czech Technical University in Prague,1067.51
17,Fachhochschule Kiel,1006.28
18,Hochschule Esslingen,998.43
19,Budapest University of Technology and Economics,990.79
20,Ostbayerische Technische Hochschule Amberg-Weiden (OTH),978.09
21,Deggendorf Institute of Technology,934.09
22,Technische Universität Hamburg,889.02
23,Technische Hochschule Ingolstadt,869.4
24,Technische Universität Darmstadt,810.39
25,Georg-Simon-Ohm-Hochschule Nürnberg,784.79
26,Politecnico di Torino,704.93
27,Norwegian University of Science and Technology,702.41
28,Escola Tècnica Superior d'Enginyeria Industrial de Barcelona - Universitat Politècnica de Catalunya,682.76
29,Technische Universität Graz,680.04
30,Fachhochschule Osnabrück,679.1
31,Universität Bayreuth,664.34
32,Technische Hochschule Augsburg,648.23
33,Technische Universität Wien,644.98
34,Ostfalia University of Applied Sciences,617.63
35,Helsinki Metropolia University of Applied Sciences,589.23
36,Universidade de Lisboa - Instituto Superior Técnico,554.59
37,Monash University,553.35
38,University of the Basque Country,532.0
39,Brno University of Technology,531.92
40,Chalmers University of Technology,509.89
41,Fachhochschule Joanneum Graz,482.87
42,Universität Siegen,444.17
43,University of Bath,422.9
44,Université Laval,418.94
45,National Tsing Hua University,417.67
46,Escola Superior d'Enginyeries Industrial Aeroespacial i Audiovisual de Terrassa (UPC),417.0
47,Hochschule für angewandte Wissenschaft und Kunst HildesheimHolzmindenGöttingen,416.76
48,Carnegie Mellon University,409.3
49,RMIT University,390.33
50,KU Leuven - Group T Campus,389.3
51,Rheinland-Pfälzische Technische Universität Kaiserslautern-Landau,389.0
52,Politecnico di Milano,378.75
53,University of Queensland,340.67
54,Leibniz Universität Hannover,340.66
55,Hochschule für Angewandte Wissenschaften Hamburg,336.14
56,University of Michigan - Ann Arbor,333.1
57,Nagoya University,332.24
58,University of Washington,311.7
59,Alma Mater Studiorum - Università di Bologna,303.65
60,Technische Universität Berlin,298.3
61,Swinburne University of Technology,298.04
62,Aristotle University of Thessaloniki,296.32
63,University of Patras,284.84
64,Technische Hochschule Köln,280.94
65,Toyota Technical College Nagoya,278.66
66,Slovak University of Technology in Bratislava,278.49
67,UAS Würzburg-Schweinfurt,277.28
68,Hochschule RheinMain,248.5
69,University of Toronto,245.0
70,University of Wisconsin-Madison,238.8
71,École Polytechnique de Montréal,238.24
72,Bern University of Applied Sciences,225.59
73,Georgia Institute of Technology,224.6
74,University of Ljubljana,224.4
75,University of Illinois at Urbana-Champaign,217.8
76,Hochschule Aalen - Technik und Wirtschaft,209.75
77,University of Canterbury,206.52
78,The University of Newcastle,203.8
79,University of Seville,196.8
80,The University of Tokyo,196.37
81,McGill University,193.8
82,University of Texas at Austin,193.3
83,University of Auckland,192.15
84,Tongji University,190.31
85,Cornell University,190.1
86,University of California Davis,188.7
87,Universität Paderborn,187.85
88,The University of Akron,186.6
89,Iwate University,184.57
90,University of Pennsylvania,181.8
91,Imperial College London,181.2
92,École de Technologie Superieure,177.3
93,Massachusetts Institute of Technology,175.8
94,University of Zagreb,174.54
95,National Technical University of Athens,171.43
96,University of Technology Sydney,169.0
97,University of Tasmania,168.26
98,Western University,168.1
99,Hochschule Pforzheim,165.31
100,Ostbayerische Technische Hochschule Regensburg,154.75
101,Kennesaw State University,145.3
102,Duale Hochschule Baden-Württemberg - Mannheim,143.78
103,Leopold-Franzens-Universität Innsbruck,143.44
104,Tohoku University,135.84
105,University of Adelaide,134.68
106,Lund University,134.51
107,Virginia Polytechnic Institute and State University,133.2
108,University of Wollongong,129.24
109,Rochester Institute of Technology,124.4
110,Technische Universität Ilmenau,110.38
111,University of Western Australia,108.71
112,Curtin University,108.31
113,University of Strathclyde,108.09
114,Hochschule Landshut,104.04
115,KTH Royal Institute of Technology,100.0
116,Missouri University of Science and Technology,100.0
117,Moscow State Automobile & Road Technical University - MADI,100.0
118,Niigata Institute of Technology,100.0
119,Otto-von-Guericke-Universität Magdeburg,100.0
120,Pimpri Chinchwad College Of Engineering,100.0
121,Purdue University - West Lafayette,100.0
122,Smt. Kashibai Navale College of Engineering,100.0
123,Technische Universität Braunschweig,100.0
124,TECNUN - University of Navarra,100.0
125,Toyohashi University of Technology,100.0
126,University of Stavanger,100.0
127,University of Surrey,100.0
128,University of Texas at Arlington,100.0
129,Technische Universität Clausthal,99.68
130,San José State University,98.6
131,Hefei University of Technology,97.4
132,Saarland University,97.11
133,Università degli Studi di Parma,96.59
134,University of British Columbia - Vancouver,95.9
135,University of Nottingham,95.9
136,Liaoning University of Technology,95.58
137,University of Applied Sciences Ravensburg-Weingarten,95.09
138,University of Manitoba,94.8
139,University of Agder,93.9
140,University of Minnesota Twin Cities,93.3
141,University of Southern Denmark,93.27
142,Universidade Estadual de Campinas,92.4
143,University of South Australia,91.74
144,K. J. Somaiya College of Engineering,90.97
145,Oxford Brookes University,90.4
146,Warsaw University of Technology,89.96
147,Università degli Studi di Roma La Sapienza,88.85
148,Universität Duisburg-Essen,86.85
149,Queensland University of Technology,86.21
150,Hochschule Mannheim,83.89
151,Shizuoka Institute of Science and Technology,82.2
152,Shizuoka University,80.21
153,Hochschule Karlsruhe,75.0
154,California State Polytechnic University - San Luis Obispo,73.3
155,Università degli studi di Padova,70.1
156,University Of Hertfordshire,67.46
157,National University of Singapore,59.4
158,University of New South Wales,54.82
159,Concordia University,53.7
160,École Polytechnique Fédérale de Lausanne,53.25
161,Fachhochschule für Wirtschaft und Technik,50.12
162,Technische Universität Dortmund,41.85
163,Columbia University,33.0
164,Pennsylvania State University,28.7
165,National Taipei University of Technology,27.04
166,Ecole Nationale d'Ingénieurs de Metz,26.5
167,HES-SO Valais-Wallis,13.4
168,AGH University of Science and Technology,0.0
169,Ain Shams University,0.0
170,Auburn University,0.0
171,Beijing Institute of Technology,0.0
172,Belgorod state technological university named after V. G. Shukhov,0.0
173,Ben-Gurion University of the Negev,0.0
174,Brunel University London,0.0
175,Cairo University,0.0
176,California Baptist University,0.0
177,California Institute of Technology,0.0
178,Central South University - Changsha,0.0
179,Centro Universitário da FEI,0.0
180,Cooper Union,0.0
181,Coventry University,0.0
182,Daido Institute of Technology,0.0
183,Dalhousie University,0.0
184,Delhi Technological University,0.0
185,Democritus University of Thrace,0.0
186,Drexel University,0.0
187,Duale Hochschule Baden-Württemberg Mosbach,0.0
188,Dwarkadas. J. Sanghvi College of Engineering,0.0
189,ECAM LaSalle - Campus de Lyon,0.0
190,Escola d'Enginyeria de Barcelona Est. EEBE,0.0
191,ESTACA - Paris-Saclay (Ecole Supérieure des Techniques Aéronautiques et de Construction Automobile),0.0
192,ESTACA - West (Ecole Supérieure des Techniques Aéronautiques et de Construction Automobile),0.0
193,Fachhochschule Konstanz,0.0
194,Fachhochschule Stralsund,0.0
195,Friedrich-Alexander-Universität Erlangen-Nürnberg,0.0
196,Gadjah Mada University,0.0
197,Ghent University,0.0
198,Griffith University,0.0
199,Guangdong University of Technology,0.0
200,Guangxi Science and Technology University Lushan College,0.0
201,Hanze University of Applied Sciences Groningen,0.0
202,Harbin Institute of Technology at Weihai,0.0
203,Heriot-Watt University,0.0
204,Hochschule Darmstadt UAS,0.0
205,Hochschule Düsseldorf,0.0
206,Hochschule für Angewandte Wissenschaften Hof,0.0
207,Hochschule für Technik und Wirtschaft Mittweida,0.0
208,Hochschule Niederrhein,0.0
209,Hochschule Ruhr West - UAS,0.0
210,Hubei University of Automotive Technology,0.0
211,Indian Institute of Technology Bombay,0.0
212,Indian Institute of Technology Delhi,0.0
213,Indian Institute of Technology Roorkee,0.0
214,Instituto Superior de Engenharia de Lisboa,0.0
215,Islamic Azad University of Karaj,0.0
216,Istanbul Technical University,0.0
217,Jilin University,0.0
218,Kanagawa Institute of Technology,0.0
219,Kanagawa University,0.0
220,Karlstad University,0.0
221,King Mongkut's University of Technology Thonburi,0.0
222,Kingston University,0.0
223,Kookmin University,0.0
224,Kyushu Institute of Technology,0.0
225,Lancaster  University,0.0
226,Linköping University,0.0
227,Liverpool John Moores University,0.0
228,Loughborough University,0.0
229,Louisiana State University,0.0
230,Manchester Metropolitan University,0.0
231,McMaster University,0.0
232,MCT's Rajiv Gandhi Institute of Technology,0.0
233,MIT World Peace University,0.0
234,Nanyang Technological University,0.0
235,National Cheng Kung University,0.0
236,National Taiwan University,0.0
237,National University of Sciences and Technology - Karachi,0.0
238,Newcastle University,0.0
239,Nissan Automobile Technical College Kyoto,0.0
240,North Carolina State University,0.0
241,Northwestern University,0.0
242,Olin College of Engineering,0.0
243,Pakistan Institute of Engineering & Applied Sciences,0.0
244,Portland State University,0.0
245,Poznan University of Technology,0.0
246,PSG Institute of Technology and Applied Research,0.0
247,Queen's University Belfast,0.0
248,R.V.College of Engineering,0.0
249,Rajshahi University of Engineering & Technology,0.0
250,Ramaiah Institute of Technology,0.0
251,Rensselaer Polytechnic Institute,0.0
252,Rhein-Waal University of Applied Sciences,0.0
253,Ruhr-Universität Bochum,0.0
254,Rutgers The State University of New Jersey,0.0
255,Ryerson University,0.0
256,San Diego State University,0.0
257,Sardar Patel College of Engineering Mumbai,0.0
258,Seikei University,0.0
259,Sepuluh Nopember Institute of Technology,0.0
260,Shizuoka Professional College of Automobile Technology,0.0
261,Silesian University of Technology,0.0
262,SRM Institute of Science and Technology - Kattankulathur,0.0
263,Technical University of Cluj-Napoca,0.0
264,Technical University of Denmark,0.0
265,Technion - Israel Institute of Technology,0.0
266,Technische Hochschule Ostwestfalen-Lippe,0.0
267,Technische Universität Chemnitz,0.0
268,Texas A&M University at Qatar,0.0
269,Texas A&M University,0.0
270,The Hague University of Applied Sciences,0.0
271,The Hong Kong Polytechnic University,0.0
272,The University of Michigan-Dearborn,0.0
273,Thomas More Mechelen - De Nayer,0.0
274,Tokyo University of Technology,0.0
275,Toronto Metropolitan University,0.0
276,UAS Kempten,0.0
277,Ulm University of Applied Sciences,0.0
278,Universidad de Castilla-La Mancha,0.0
279,Universidad de Oviedo,0.0
280,Universidad Nacional Autónoma de México,0.0
281,Universidad Politecnica Salesiana,0.0
282,Universidad Politécnica de Cartagena,0.0
283,Universidad Politécnica de Madrid (UPM),0.0
284,Universidad Pontificia Comillas,0.0
285,University College Dublin,0.0
286,University of Alcalá,0.0
287,University of Belgrade (Универзитет у Београду),0.0
288,University of Birmingham,0.0
289,University of Bristol,0.0
290,University of Burgundy - ISAT,0.0
291,University of California - Santa Cruz,0.0
292,University of California Berkeley,0.0
293,University of California Irvine,0.0
294,University of California Riverside,0.0
295,University of California Santa Barbara,0.0
296,University of Cincinnati,0.0
297,University of Colorado - Colorado Springs,0.0
298,University of Florida,0.0
299,University of Glasgow,0.0
300,University of Iceland,0.0
301,University of Iowa,0.0
302,University of Kansas,0.0
303,University of Kocaeli,0.0
304,University of La Laguna,0.0
305,University of Leicester,0.0
306,University of Liverpool,0.0
307,University of Maryland,0.0
308,University of Melbourne,0.0
309,University of Missouri,0.0
310,University of Nevada - Reno,0.0
311,University of New Mexico,0.0
312,University of New South Wales - Australian Defence Force Academy,0.0
313,University of North Carolina at Asheville,0.0
314,University of North Carolina at Charlotte,0.0
315,University of Ontario Institute of Technology,0.0
316,University of Oxford,0.0
317,University of Porto,0.0
318,University of Southampton,0.0
319,University of Southern California,0.0
320,University of Sussex,0.0
321,University of Texas at San Antonio,0.0
322,University of Utah,0.0
323,University of Victoria,0.0
324,University of Warwick,0.0
325,University of Waterloo,0.0
326,University of Windsor,0.0
327,Università degli Studi di Napoli Federico II,0.0
328,Università degli Studi di Trento,0.0
329,Università degli studi di Trieste,0.0
330,Università di Pisa,0.0
331,Universität Bremen,0.0
332,Universität der Bundeswehr München,0.0
333,Universität Kassel,0.0
334,VIT University - Chennai,0.0
335,VIT University - Vellore,0.0
