Rank,University,Lowest Place,#
1,Universität Stuttgart,1st,7
2,Politecnico di Milano,1st,6
3,TU Delft,1st,6
4,Fachhochschule Joanneum Graz,1st,5
5,Westsächsische Hochschule Zwickau,1st,5
6,Fachhochschule München,1st,4
7,Karlsruhe Institute of Technology,1st,4
8,Technische Universität Dresden,1st,4
9,Technische Universität Wien,1st,4
10,University of Seville,1st,4
11,Aristotle University of Thessaloniki,1st,3
12,Czech Technical University in Prague,1st,3
13,Monash University,1st,3
14,Nagoya University,1st,3
15,University of the Basque Country,1st,3
16,ETH Zürich,1st,2
17,Norwegian University of Science and Technology,1st,2
18,Rheinisch-Westfälische Technische Hochschule Aachen,1st,2
19,Universidad Pontificia Comillas,1st,2
20,Universidade de Lisboa - Instituto Superior Técnico,1st,2
21,University of Manitoba,1st,2
22,University of Pennsylvania,1st,2
23,Barcelona School of Industrial Engineering - ETSEIB - UPC,1st,1
24,Beijing Institute of Technology,1st,1
25,Brno University of Technology,1st,1
26,Democritus University of Thrace,1st,1
27,GFR DHBW Ravensburg & Oregon State University,1st,1
28,GFR DHBW Ravensburg & Oregon State University,1st,1
29,Hochschule RheinMain,1st,1
30,Indian Institute of Technology Bombay,1st,1
31,Indian Institute of Technology Madras,1st,1
32,Kennesaw State University,1st,1
33,National Technical University of Athens,1st,1
34,Oxford Brookes University,1st,1
35,Politecnico di Torino,1st,1
36,Ryerson University,1st,1
37,Rzeszów University of Technology,1st,1
38,Sardar Patel College of Engineering Mumbai,1st,1
39,Sardar Patel College of Engineering Mumbai,1st,1
40,Technical University of Denmark,1st,1
41,Technische Universität Chemnitz,1st,1
42,Technische Universität Darmstadt,1st,1
43,Toronto Metropolitan University,1st,1
44,University of Adelaide,1st,1
45,University of Auckland,1st,1
46,University of Canterbury,1st,1
47,University of Nottingham,1st,1
48,University of Queensland,1st,1
49,École Polytechnique Fédérale de Lausanne,1st,1
50,Duale Hochschule Baden-Württemberg Stuttgart,2nd,3
51,Carnegie Mellon University,2nd,2
52,Escola Superior d'Enginyeries Industrial Aeroespacial i Audiovisual de Terrassa (UPC),2nd,2
53,Escola Superior d'Enginyeries Industrial Aeroespacial i Audiovisual de Terrassa (UPC),2nd,2
54,Hochschule für angewandte Wissenschaft und Kunst HildesheimHolzmindenGöttingen,2nd,2
55,McGill University,2nd,2
56,Technical University of Munich,2nd,2
57,Technische Universität Berlin,2nd,2
58,UAS Würzburg-Schweinfurt,2nd,2
59,Alma Mater Studiorum - Università di Bologna,2nd,1
60,Birla Institute of Science and Technology Pilani - Dubai,2nd,1
61,California Institute of Technology,2nd,1
62,Dwarkadas. J. Sanghvi College of Engineering,2nd,1
63,Fachhochschule für Wirtschaft und Technik,2nd,1
64,Fachhochschule Kiel,2nd,1
65,Hochschule für Angewandte Wissenschaften Hof,2nd,1
66,Hochschule Mannheim,2nd,1
67,Imperial College London,2nd,1
68,Missouri University of Science and Technology,2nd,1
69,Ostbayerische Technische Hochschule Regensburg,2nd,1
70,Queensland University of Technology,2nd,1
71,Ramaiah Institute of Technology,2nd,1
72,RMIT University,2nd,1
73,Shizuoka Institute of Science and Technology,2nd,1
74,Slovak University of Technology in Bratislava,2nd,1
75,Tallinn TU UAS,2nd,1
76,Technische Universiteit Eindhoven,2nd,1
77,Technische Universität Bergakademie Freiberg,2nd,1
78,Technische Universität Graz,2nd,1
79,The University of Newcastle,2nd,1
80,Ulm University of Applied Sciences,2nd,1
81,University of Birmingham,2nd,1
82,University of Porto,2nd,1
83,University of Warwick,2nd,1
84,University of Washington,2nd,1
85,University of Western Australia,2nd,1
86,Università degli Studi di Roma La Sapienza,2nd,1
87,Universität Bayreuth,2nd,1
88,Warsaw University of Technology,2nd,1
89,Zürcher Hochschule für Angewandte Wissenschaften,2nd,1
90,Sepuluh Nopember Institute of Technology,3rd,2
91,Curtin University,3rd,1
92,Delhi Technological University,3rd,1
93,Ghent University,3rd,1
94,Hochschule Bonn-Rhein-Sieg,3rd,1
95,Jilin University,3rd,1
96,K. J. Somaiya College of Engineering,3rd,1
97,KU Leuven - Group T Campus,3rd,1
98,Lund University,3rd,1
99,National Institute of Technology - Karnataka,3rd,1
100,Olin College of Engineering,3rd,1
101,Rheinland-Pfälzische Technische Universität Kaiserslautern-Landau,3rd,1
102,Swinburne University of Technology,3rd,1
103,Technion - Israel Institute of Technology,3rd,1
104,Technische Hochschule Ingolstadt,3rd,1
105,UAS Kempten,3rd,1
106,University of Bath,3rd,1
107,University Of Hertfordshire,3rd,1
108,University of New South Wales,3rd,1
109,University of Technology Sydney,3rd,1
110,University of Technology Sydney,3rd,1
111,University of Wisconsin-Madison,3rd,1
112,Università degli studi di Padova,3rd,1
113,Università degli Studi di Parma,3rd,1
114,Università degli Studi di Trento,3rd,1
115,Università di Pisa,3rd,1
116,Universität Kassel,3rd,1
117,Bern University of Applied Sciences,4th,2
118,Hochschule Pforzheim,4th,2
119,National Tsing Hua University,4th,2
120,Technische Universität Ilmenau,4th,2
121,California State Polytechnic University - San Luis Obispo,4th,1
122,Deggendorf Institute of Technology,4th,1
123,Fachhochschule Konstanz,4th,1
124,Fr Conceicao Rodrigues College of Engineering,4th,1
125,Gadjah Mada University,4th,1
126,Hochschule Aalen - Technik und Wirtschaft,4th,1
127,Leibniz Universität Hannover,4th,1
128,Massachusetts Institute of Technology,4th,1
129,MIT World Peace University,4th,1
130,Saarland University,4th,1
131,Technische Universität Clausthal,4th,1
132,Technische Universität Hamburg,4th,1
133,TECNUN - University of Navarra,4th,1
134,Tongji University,4th,1
135,University of Moratuwa,4th,1
136,University of Texas at Arlington,4th,1
137,University of Toronto,4th,1
138,Universität Paderborn,4th,1
139,Universität Siegen,4th,1
140,Cornell University,5th,1
141,Helsinki Metropolia University of Applied Sciences,5th,1
142,Heriot-Watt University,5th,1
143,Hochschule Esslingen,5th,1
144,Hochschule Karlsruhe,5th,1
145,KTH Royal Institute of Technology,5th,1
146,National Taiwan University,5th,1
147,Ostfalia University of Applied Sciences,5th,1
148,Rajiv Gandhi Institute of Technology - Kottayam,5th,1
149,Technische Hochschule Augsburg,5th,1
150,The University of Tokyo,5th,1
151,Universidade Estadual de Campinas,5th,1
152,University of Illinois at Urbana-Champaign,5th,1
153,University of Maribor,5th,1
154,University of Michigan - Ann Arbor,5th,1
155,University of Southern California,5th,1
156,Universität Duisburg-Essen,5th,1
157,Western University,5th,1
158,Wroclaw University of Technology,6th,2
159,Beihang University,6th,1
160,Ben-Gurion University of the Negev,6th,1
161,Duale Hochschule Baden-Württemberg - Mannheim,6th,1
162,Fachhochschule Osnabrück,6th,1
163,Georgia Institute of Technology,6th,1
164,Indian Institute of Technology Roorkee,6th,1
165,Pimpri Chinchwad College Of Engineering,6th,1
166,Rajiv Gandhi Institute of Technology - Mumbai,6th,1
167,San José State University,6th,1
168,Universidad Politécnica de Madrid (UPM),6th,1
169,University of Glasgow,6th,1
170,University of Iceland,6th,1
171,University of Strathclyde,6th,1
172,University of Wollongong,6th,1
173,University of Zagreb,6th,1
174,Budapest University of Technology and Economics,7th,3
175,Georg-Simon-Ohm-Hochschule Nürnberg,7th,2
176,Leopold-Franzens-Universität Innsbruck,7th,2
177,Chalmers University of Technology,7th,1
178,Indian Institute of Technology Delhi,7th,1
179,Ostbayerische Technische Hochschule Amberg-Weiden (OTH),7th,1
180,Purdue University - West Lafayette,7th,1
181,Technische Hochschule Ostwestfalen-Lippe,7th,1
182,Technische Universität Braunschweig,7th,1
183,Tohoku University,7th,1
184,University of California Riverside,7th,1
185,University of California Riverside,7th,1
186,University of Guelph,7th,1
187,University of Kansas,7th,1
188,University of Melbourne,7th,1
189,University of New Mexico,7th,1
190,University of Patras,7th,1
191,University of Tasmania,7th,1
192,Barcelona East School of Engineering - EEBE - UPC,8th,3
193,University of Southern Denmark,8th,2
194,Brunel University London,8th,1
195,Griffith University,8th,1
196,Guangxi University of Science and Technology,8th,1
197,Hochschule Düsseldorf,8th,1
198,Hochschule Landshut,8th,1
199,Linköping University,8th,1
200,Loughborough University,8th,1
201,University of Iowa,8th,1
202,University of Surrey,8th,1
203,VIT University - Vellore,8th,1
204,Hochschule Niederrhein,9th,1
205,National University of Sciences and Technology - Karachi,9th,1
206,PSG Institute of Technology and Applied Research,9th,1
207,Technische Universität Dortmund,9th,1
208,Toyota Technical College Nagoya,9th,1
209,University of Applied Sciences Ravensburg-Weingarten,9th,1
210,University of Ljubljana,9th,1
211,University of Ontario Institute of Technology,9th,1
212,University of Texas at Austin,9th,1
213,Université Laval,9th,1
214,Vidyavardhini's College of Engineering and Technology,9th,1
215,Istanbul Technical University,10th,2
216,Concordia University,10th,1
217,Harbin Institute of Technology at Weihai,10th,1
218,Hochschule Darmstadt UAS,10th,1
219,Hochschule Darmstadt UAS,10th,1
220,Hochschule Ruhr West - UAS,10th,1
221,Otto-von-Guericke-Universität Magdeburg,10th,1
222,Rutgers The State University of New Jersey,10th,1
223,Rutgers The State University of New Jersey,10th,1
224,University of California Davis,10th,1
225,Università degli Studi di Napoli Federico II,10th,1
226,Universität Bremen,10th,1
227,Virginia Polytechnic Institute and State University,10th,1
228,Western Washington University,10th,1
229,Duale Hochschule Baden-Württemberg Mosbach,11th,1
230,HES-SO Valais-Wallis,11th,1
231,National University of Singapore,11th,1
232,R.V.College of Engineering,11th,1
233,Rajshahi University of Engineering & Technology,11th,1
234,Rajshahi University of Engineering & Technology,11th,1
235,Smt. Kashibai Navale College of Engineering,11th,1
236,South China University of Technology,11th,1
237,Universidad de Oviedo,11th,1
238,University College Dublin,11th,1
239,University of Colorado - Colorado Springs,11th,1
240,University of Florida,11th,1
241,University of North Carolina at Asheville,11th,1
242,University of Southampton,11th,1
243,University of Waterloo,11th,1
244,École Polytechnique de Montréal,12th,2
245,Helmut Schmidt Universität  Universität der Bundeswehr Hamburg,12th,1
246,Karlstad University,12th,1
247,McMaster University,12th,1
248,Nagoya Institute of Technology,12th,1
249,Pillai College Of Engineering,12th,1
250,Ruhr-Universität Bochum,12th,1
251,Shenzhen Technology University,12th,1
252,Technische Hochschule Köln,12th,1
253,The University of Akron,12th,1
254,University of South Australia,12th,1
