Rank,University,Points
1,National University of Sciences and Technology - Karachi,107.0
2,University of Glasgow,105.65
3,University of Southampton,96.87
4,Ain Shams University,96.0
5,Smt. Kashibai Navale College of Engineering,93.84
6,University of Birmingham,90.6
7,Fachhochschule Joanneum Graz,89.97
8,Pimpri Chinchwad College Of Engineering,89.58
9,K. J. Somaiya College of Engineering,89.43
10,University of Texas at San Antonio,89.3
11,Hochschule Karlsruhe,88.93
12,Ulm University of Applied Sciences,88.19
13,Oxford Brookes University,88.02
14,Toronto Metropolitan University,87.2
15,École de Technologie Superieure,86.92
16,University of Applied Sciences Ravensburg-Weingarten,86.07
17,Politecnico di Milano,85.56
18,Hochschule für angewandte Wissenschaft und Kunst HildesheimHolzmindenGöttingen,85.54
19,University of Bath,85.04
20,Escola Superior d'Enginyeries Industrial Aeroespacial i Audiovisual de Terrassa (UPC),84.65
21,Georgia Institute of Technology,84.25
22,National Technical University of Athens,82.72
23,University Of Hertfordshire,82.69
24,Hochschule für Angewandte Wissenschaften Hamburg,82.68
25,Friedrich-Alexander-Universität Erlangen-Nürnberg,82.65
26,Auburn University,82.55
27,Universität Stuttgart,82.1
28,University of Porto,82.02
29,University of Minnesota Twin Cities,82.0
30,Kennesaw State University,81.72
31,Technische Universität Bergakademie Freiberg,81.64
32,University of Seville,81.55
33,ETH Zürich,81.47
34,TU Delft,81.45
35,Università di Pisa,81.16
36,Kookmin University,81.0
37,Università degli studi di Padova,80.33
38,California State Polytechnic University - San Luis Obispo,80.28
39,Karlstad University,80.25
40,Karlsruhe Institute of Technology,80.09
41,Tallinn TU UAS,79.7
42,Queen's University Belfast,79.43
43,Carnegie Mellon University,79.35
44,Escola Tècnica Superior d'Enginyeria Industrial de Barcelona - Universitat Politècnica de Catalunya,79.27
45,Sardar Patel College of Engineering Mumbai,79.01
46,University of Pennsylvania,78.58
47,Indian Institute of Technology Delhi,78.41
48,The University of Michigan-Dearborn,78.05
49,Louisiana State University,78.0
50,University of California Davis,77.53
51,Ryerson University,77.4
52,University of the Basque Country,77.26
53,MIT World Peace University,77.04
54,Norwegian University of Science and Technology,77.0
55,University of Strathclyde,77.0
56,Concordia University,76.9
57,Fachhochschule München,76.9
58,McGill University,76.84
59,Rheinisch-Westfälische Technische Hochschule Aachen,76.6
60,Technische Universiteit Eindhoven,76.46
61,ESTACA - Paris-Saclay (Ecole Supérieure des Techniques Aéronautiques et de Construction Automobile),76.45
62,Rochester Institute of Technology,76.4
63,Università degli Studi di Parma,75.89
64,Hochschule Bonn-Rhein-Sieg,75.84
65,Duale Hochschule Baden-Württemberg Stuttgart,75.76
66,University of Florida,75.7
67,Massachusetts Institute of Technology,75.42
68,Heriot-Watt University,74.85
69,Hochschule Pforzheim,74.48
70,Westsächsische Hochschule Zwickau,74.46
71,Ostbayerische Technische Hochschule Regensburg,74.43
72,Brno University of Technology,74.07
73,Duale Hochschule Baden-Württemberg - Mannheim,74.04
74,Universität Bayreuth,74.0
75,University of Liverpool,73.25
76,University of Iowa,73.0
77,University of New Mexico,72.97
78,Dalhousie University,72.8
79,University of Waterloo,72.77
80,Technische Universität Berlin,72.68
81,Wroclaw University of Technology,72.48
82,UAS Würzburg-Schweinfurt,72.36
83,San José State University,72.28
84,University of Wisconsin-Madison,72.13
85,University of Michigan - Ann Arbor,71.7
86,University of Toronto,71.62
87,Columbia University,71.6
88,Dwarkadas. J. Sanghvi College of Engineering,71.25
89,Fachhochschule Stralsund,71.09
90,Chalmers University of Technology,71.08
91,Technische Universität Wien,71.07
92,Technische Universität Dresden,70.94
93,Technische Universität Graz,70.9
94,Rheinland-Pfälzische Technische Universität Kaiserslautern-Landau,70.88
95,Universidade de Lisboa - Instituto Superior Técnico,70.76
96,Université Laval,70.67
97,Ostfalia University of Applied Sciences,70.53
98,Universidade Estadual de Campinas,70.5
99,Budapest University of Technology and Economics,69.76
100,Monash University,69.6
101,Ostbayerische Technische Hochschule Amberg-Weiden (OTH),69.52
102,Technical University of Munich,69.06
103,Rensselaer Polytechnic Institute,68.95
104,Technische Universität Hamburg,68.95
105,GFR DHBW Ravensburg & Oregon State University,68.85
106,Loughborough University,68.6
107,Alma Mater Studiorum - Università di Bologna,68.31
108,Politecnico di Torino,68.18
109,Duale Hochschule Baden-Württemberg Mosbach,67.99
110,University of Texas at Arlington,67.8
111,University of Queensland,67.3
112,Leopold-Franzens-Universität Innsbruck,67.0
113,Aristotle University of Thessaloniki,66.97
114,Università degli studi di Trieste,66.88
115,University of Zagreb,66.62
116,Technische Hochschule Augsburg,66.61
117,Western Washington University,66.53
118,Universidad Nacional Autónoma de México,66.5
119,University of Texas at Austin,66.2
120,École Polytechnique de Montréal,66.15
121,The University of Akron,65.93
122,Escola d'Enginyeria de Barcelona Est. EEBE,65.65
123,Lund University,65.51
124,Ramaiah Institute of Technology,65.41
125,University of California - Santa Cruz,65.35
126,Beijing Institute of Technology,65.32
127,Deggendorf Institute of Technology,65.28
128,Technische Universität Chemnitz,65.01
129,University of Illinois at Urbana-Champaign,64.83
130,Universität Paderborn,64.82
131,Czech Technical University in Prague,64.77
132,National University of Singapore,64.65
133,Indian Institute of Technology Roorkee,64.38
134,University of Manitoba,64.3
135,Fachhochschule für Wirtschaft und Technik,64.13
136,Centro Universitário da FEI,64.1
137,Universidad Pontificia Comillas,63.87
138,Ruhr-Universität Bochum,63.83
139,Cornell University,63.77
140,University of North Carolina at Asheville,63.7
141,Fachhochschule Konstanz,63.6
142,Vitoria-University of the Basque Country,63.54
143,Technische Universität Darmstadt,63.22
144,Università degli Studi di Trento,63.02
145,Hubei University of Automotive Technology,62.9
146,Fachhochschule Kiel,62.53
147,KU Leuven - Group T Campus,62.43
148,Ghent University,62.38
149,McMaster University,62.27
150,University of Patras,61.97
151,UAS Kempten,61.94
152,University of Washington,61.8
153,Virginia Polytechnic Institute and State University,61.65
154,Helsinki Metropolia University of Applied Sciences,61.3
155,Poznan University of Technology,61.21
156,University of British Columbia - Vancouver,61.2
157,Otto-von-Guericke-Universität Magdeburg,60.68
158,Saarland University,60.46
159,Universidad Politécnica de Madrid (UPM),60.31
160,Leibniz Universität Hannover,60.29
161,Hochschule RheinMain,60.14
162,Portland State University,60.1
163,University of Kansas,60.1
164,Technische Hochschule Ingolstadt,60.09
165,University of Ljubljana,60.01
166,University of California Berkeley,59.63
167,Indian Institute of Technology Bombay,59.61
168,University of Missouri,59.6
169,Ecole Nationale d'Ingénieurs de Metz,59.54
170,TECNUN - University of Navarra,59.42
171,Fachhochschule Osnabrück,58.97
172,University of Warwick,58.76
173,University of Auckland,58.47
174,Imperial College London,58.4
175,University College Dublin,58.3
176,Griffith University,58.24
177,University of Canterbury,58.0
178,Università degli Studi di Napoli Federico II,57.43
179,Missouri University of Science and Technology,57.4
180,Democritus University of Thrace,56.77
181,Western University,56.54
182,University of Southern Denmark,56.51
183,Zürcher Hochschule für Angewandte Wissenschaften,56.42
184,KTH Royal Institute of Technology,55.73
185,École Polytechnique Fédérale de Lausanne,55.63
186,Technical University of Cluj-Napoca,55.6
187,Università degli Studi di Roma La Sapienza,55.55
188,Curtin University,55.54
189,University of Nevada - Reno,55.05
190,Universität Bremen,54.98
191,North Carolina State University,54.3
192,Georg-Simon-Ohm-Hochschule Nürnberg,54.09
193,University of Wollongong,53.85
194,RMIT University,53.53
195,Universität Kassel,53.5
196,Manchester Metropolitan University,53.2
197,University of Windsor,53.15
198,Technische Universität Dortmund,53.13
199,University of California Riverside,52.9
200,Istanbul Technical University,52.68
201,Hochschule Niederrhein,52.23
202,Linköping University,52.03
203,Belgorod state technological university named after V. G. Shukhov,52.0
204,Technische Universität Clausthal,51.85
205,University of Adelaide,51.79
206,University of Western Australia,51.53
207,Bern University of Applied Sciences,51.23
208,University of Tasmania,51.21
209,University of Sussex,50.87
210,Hochschule Esslingen,49.84
211,Purdue University - West Lafayette,49.78
212,Hochschule für Technik und Wirtschaft Mittweida,49.51
213,Swinburne University of Technology,49.51
214,University of Surrey,49.38
215,Universidad Politecnica Salesiana,49.1
216,University of Utah,49.05
217,Universität Siegen,48.93
218,SRM Institute of Science and Technology - Kattankulathur,48.87
219,Technische Universität Braunschweig,48.77
220,MCT's Rajiv Gandhi Institute of Technology,48.67
221,Instituto Superior de Engenharia de Lisboa,47.82
222,Hochschule für Angewandte Wissenschaften Hof,47.72
223,Hochschule Darmstadt UAS,47.54
224,Olin College of Engineering,47.5
225,Universität der Bundeswehr München,47.36
226,Yıldız Technical University,47.17
227,Hochschule Mannheim,47.01
228,Cairo University,46.9
229,Technische Hochschule Köln,46.71
230,Hochschule Landshut,46.63
231,Hochschule Düsseldorf,46.55
232,ESTACA - West (Ecole Supérieure des Techniques Aéronautiques et de Construction Automobile),46.04
233,Silesian University of Technology,46.03
234,Moscow State Automobile & Road Technical University - MADI,45.26
235,The University of Newcastle,44.66
236,University of Melbourne,44.58
237,California Institute of Technology,44.57
238,Coventry University,44.5
239,University of New South Wales,44.41
240,Technion - Israel Institute of Technology,44.35
241,Hochschule Aalen - Technik und Wirtschaft,44.02
242,Technische Universität Ilmenau,43.8
243,University of Iceland,43.67
244,Liverpool John Moores University,43.3
245,Nagoya University,42.86
246,VIT University - Chennai,42.0
247,Technische Hochschule Ostwestfalen-Lippe,41.54
248,University of Technology Sydney,41.3
249,Liaoning University of Technology,40.78
250,Ben-Gurion University of the Negev,40.76
251,National Tsing Hua University,40.28
252,Cooper Union,39.7
253,San Diego State University,39.52
254,University of Cincinnati,38.77
255,VIT University - Vellore,38.67
256,Universidad Politécnica de Cartagena,38.52
257,Slovak University of Technology in Bratislava,37.94
258,Texas A&M University at Qatar,37.8
259,University of Stavanger,37.44
260,University of Kocaeli,37.41
261,Technical University of Denmark,37.33
262,AGH University of Science and Technology,36.78
263,Hochschule Ruhr West - UAS,36.76
264,Warsaw University of Technology,36.5
265,Queensland University of Technology,36.45
266,Lancaster  University,36.38
267,R.V.College of Engineering,36.17
268,Guangdong University of Technology,35.99
269,Universidad de Oviedo,35.72
270,University of Ontario Institute of Technology,35.63
271,University of Agder,35.47
272,Islamic Azad University of Karaj,35.1
273,Pennsylvania State University,35.05
274,University of Maryland,34.93
275,Rutgers The State University of New Jersey,34.77
276,University of California Santa Barbara,34.7
277,The University of Tokyo,34.3
278,University of North Carolina at Charlotte,34.2
279,Guangxi Science and Technology University Lushan College,34.0
280,HES-SO Valais-Wallis,33.67
281,Central South University - Changsha,33.32
282,University of Belgrade (Универзитет у Београду),33.01
283,Brunel University London,32.7
284,Texas A&M University,32.45
285,California Baptist University,32.2
286,Hefei University of Technology,31.18
287,Delhi Technological University,31.17
288,Pakistan Institute of Engineering & Applied Sciences,31.0
289,PSG Institute of Technology and Applied Research,30.73
290,University of Nottingham,30.73
291,University of Victoria,30.2
292,Vrije Universiteit Brussel,29.75
293,Jilin University,29.57
294,Northwestern University,29.45
295,Thomas More Mechelen - De Nayer,28.81
296,University of Southern California,28.57
297,University of Oxford,28.3
298,Universität Duisburg-Essen,28.14
299,Harbin Institute of Technology at Weihai,27.79
300,Nanyang Technological University,25.62
301,Drexel University,25.03
302,Newcastle University,24.0
303,National Taiwan University,23.28
304,Hanze University of Applied Sciences Groningen,22.56
305,King Mongkut's University of Technology Thonburi,21.55
306,University of Burgundy - ISAT,21.38
307,Universidad de Castilla-La Mancha,21.0
308,Sepuluh Nopember Institute of Technology,20.51
309,Toyohashi University of Technology,20.11
310,Kanagawa Institute of Technology,19.78
311,Nissan Automobile Technical College Kyoto,17.86
312,University of Colorado - Colorado Springs,17.05
313,Shizuoka Institute of Science and Technology,16.57
314,University of Bristol,16.45
315,Rajshahi University of Engineering & Technology,16.14
316,Seikei University,14.0
317,University of South Australia,13.31
318,Kingston University,12.93
