Rank,University,Points
1,ETH Zürich,4073.29
2,Universität Stuttgart,3858.62
3,Karlsruhe Institute of Technology,3363.74
4,Fachhochschule München,2998.97
5,TU Delft,2932.17
6,Technische Universität Dresden,2837.44
7,Technical University of Munich,2831.59
8,Tallinn TU UAS,2789.49
9,Westsächsische Hochschule Zwickau,2680.71
10,Technische Universität Bergakademie Freiberg,2449.15
11,Duale Hochschule Baden-Württemberg Stuttgart,2348.45
12,Technische Universität Darmstadt,2339.16
13,Technische Universität Hamburg,2275.42
14,Escola Tècnica Superior d'Enginyeria Industrial de Barcelona - Universitat Politècnica de Catalunya,2219.7
15,Technische Universiteit Eindhoven,2217.2
16,Rheinisch-Westfälische Technische Hochschule Aachen,2144.84
17,Technische Universität Wien,2132.18
18,Hochschule Bonn-Rhein-Sieg,2123.63
19,Deggendorf Institute of Technology,2023.75
20,Ostbayerische Technische Hochschule Amberg-Weiden (OTH),2016.06
21,Universidade de Lisboa - Instituto Superior Técnico,1981.36
22,Czech Technical University in Prague,1943.14
23,KU Leuven - Group T Campus,1935.24
24,Leibniz Universität Hannover,1929.39
25,GFR DHBW Ravensburg & Oregon State University,1927.79
26,Norwegian University of Science and Technology,1924.98
27,Escola Superior d'Enginyeries Industrial Aeroespacial i Audiovisual de Terrassa (UPC),1862.23
28,Fachhochschule Kiel,1813.47
29,Universität Bayreuth,1775.95
30,Politecnico di Torino,1704.61
31,University of the Basque Country,1699.66
32,Hochschule für angewandte Wissenschaft und Kunst HildesheimHolzmindenGöttingen,1625.34
33,Budapest University of Technology and Economics,1604.57
34,Technische Hochschule Ingolstadt,1562.29
35,Technische Universität Graz,1488.86
36,Fachhochschule für Wirtschaft und Technik,1475.02
37,Rheinland-Pfälzische Technische Universität Kaiserslautern-Landau,1417.57
38,Ostfalia University of Applied Sciences,1410.6
39,Helsinki Metropolia University of Applied Sciences,1409.83
40,Hochschule Esslingen,1395.52
41,Technische Universität Berlin,1380.85
42,Technische Hochschule Augsburg,1332.11
43,Hochschule RheinMain,1262.87
44,University of Ljubljana,1260.15
45,University of Seville,1223.25
46,Politecnico di Milano,1197.8
47,Georg-Simon-Ohm-Hochschule Nürnberg,1135.93
48,Ostbayerische Technische Hochschule Regensburg,1116.47
49,TECNUN - University of Navarra,1069.54
50,Fachhochschule Osnabrück,1061.42
51,Università degli studi di Padova,1044.26
52,University of Bath,1020.53
53,UAS Würzburg-Schweinfurt,1013.03
54,Chalmers University of Technology,995.15
55,Universität Siegen,929.69
56,Escola d'Enginyeria de Barcelona Est. EEBE,919.08
57,National Technical University of Athens,909.9
58,Fachhochschule Joanneum Graz,899.73
59,Università degli Studi di Roma La Sapienza,888.78
60,Duale Hochschule Baden-Württemberg - Mannheim,888.52
61,Technische Hochschule Köln,887.44
62,University of Applied Sciences Ravensburg-Weingarten,860.7
63,Monash University,835.15
64,Aristotle University of Thessaloniki,803.67
65,Hochschule Aalen - Technik und Wirtschaft,792.3
66,University of Southern Denmark,791.18
67,Technische Universität Braunschweig,780.25
68,Universität Bremen,769.66
69,Bern University of Applied Sciences,768.49
70,Fachhochschule Konstanz,763.14
71,Slovak University of Technology in Bratislava,758.8
72,Hochschule für Angewandte Wissenschaften Hamburg,744.15
73,University of Patras,743.63
74,Brno University of Technology,740.69
75,École Polytechnique Fédérale de Lausanne,723.25
76,Universität Paderborn,713.0
77,KTH Royal Institute of Technology,668.78
78,Friedrich-Alexander-Universität Erlangen-Nürnberg,661.2
79,Indian Institute of Technology Bombay,655.73
80,RMIT University,642.38
81,Universidad Pontificia Comillas,638.65
82,Université Laval,636.05
83,Università degli Studi di Trento,630.15
84,K. J. Somaiya College of Engineering,626.0
85,Ulm University of Applied Sciences,617.3
86,Leopold-Franzens-Universität Innsbruck,602.97
87,University of Zagreb,599.6
