Rank,University,Points
1,ETH Zürich,36053
2,Universität Stuttgart,31788
3,Karlsruhe Institute of Technology,25891
4,TU Delft,23817
5,Technical University of Munich,22824
6,Tallinn TU UAS,22742
7,Westsächsische Hochschule Zwickau,22626
8,Duale Hochschule Baden-Württemberg Stuttgart,18616
9,Technische Universität Dresden,18576
10,Fachhochschule München,17716
11,Technische Universität Bergakademie Freiberg,14637
12,Technische Universiteit Eindhoven,14471
13,Czech Technical University in Prague,14457
14,GFR DHBW Ravensburg & Oregon State University,14188
15,Ostbayerische Technische Hochschule Amberg-Weiden (OTH),13703
16,Technische Universität Darmstadt,13422
17,Rheinisch-Westfälische Technische Hochschule Aachen,13318
18,Hochschule Bonn-Rhein-Sieg,13289
19,Norwegian University of Science and Technology,12835
20,Technische Universität Hamburg,12646
21,Hochschule Esslingen,11875
22,Budapest University of Technology and Economics,11390
23,Technische Universität Wien,10863
24,Escola Tècnica Superior d'Enginyeria Industrial de Barcelona - Universitat Politècnica de Catalunya,10850
25,Politecnico di Torino,10489
26,Universidade de Lisboa - Instituto Superior Técnico,10450
27,Fachhochschule Kiel,10204
28,Deggendorf Institute of Technology,10199
29,Technische Hochschule Ingolstadt,9616
30,KU Leuven - Group T Campus,9318
31,Technische Universität Graz,9294
32,Leibniz Universität Hannover,8894
33,Universität Bayreuth,8593
34,Escola Superior d'Enginyeries Industrial Aeroespacial i Audiovisual de Terrassa (UPC),8234
35,Ostfalia University of Applied Sciences,7790
36,University of the Basque Country,7774
37,Monash University,7689
38,Fachhochschule Joanneum Graz,6730
39,Politecnico di Milano,6688
40,Helsinki Metropolia University of Applied Sciences,6602
41,Georg-Simon-Ohm-Hochschule Nürnberg,6558
42,Technische Hochschule Augsburg,6394
43,Technische Universität Berlin,6203
44,Hochschule RheinMain,5971
45,University of Ljubljana,5917
46,Chalmers University of Technology,5825
47,Universität Siegen,5705
48,Fachhochschule Osnabrück,5697
49,Hochschule für angewandte Wissenschaft und Kunst HildesheimHolzmindenGöttingen,5664
50,RMIT University,5555
51,Brno University of Technology,5486
52,Rheinland-Pfälzische Technische Universität Kaiserslautern-Landau,4907
53,UAS Würzburg-Schweinfurt,4777
54,Swinburne University of Technology,4590
55,Ostbayerische Technische Hochschule Regensburg,4574
56,Technische Hochschule Köln,4567
57,Fachhochschule für Wirtschaft und Technik,4443
58,National Technical University of Athens,4419
59,Carnegie Mellon University,4337
60,Università degli studi di Padova,4254
61,Aristotle University of Thessaloniki,4183
62,University of Seville,4115
63,Bern University of Applied Sciences,4095
64,University of Bath,3944
65,TECNUN - University of Navarra,3936
66,University of Auckland,3914
67,Hochschule Aalen - Technik und Wirtschaft,3905
68,École Polytechnique de Montréal,3818
69,University of Canterbury,3788
70,Universität Paderborn,3759
71,Slovak University of Technology in Bratislava,3708
72,University of Washington,3679
73,Nagoya University,3516
74,University of Queensland,3430
75,Université Laval,3418
76,University of Patras,3352
77,École de Technologie Superieure,3258
78,Technische Universität Braunschweig,3225
79,University of Southern Denmark,3217
80,Leopold-Franzens-Universität Innsbruck,3152
81,Hochschule für Angewandte Wissenschaften Hamburg,3140
82,École Polytechnique Fédérale de Lausanne,3038
83,McGill University,3031
84,Duale Hochschule Baden-Württemberg - Mannheim,3022
85,Università degli Studi di Roma La Sapienza,2842
86,University of Michigan - Ann Arbor,2836
87,National Tsing Hua University,2827
88,Alma Mater Studiorum - Università di Bologna,2812
89,University of Applied Sciences Ravensburg-Weingarten,2795
90,Escola d'Enginyeria de Barcelona Est. EEBE,2745
91,University of Zagreb,2636
92,University of Wisconsin-Madison,2618
93,University of Adelaide,2588
94,University of Wollongong,2547
95,Fachhochschule Konstanz,2503
96,University of Pennsylvania,2499
97,Massachusetts Institute of Technology,2496
98,Hochschule Pforzheim,2469
99,Georgia Institute of Technology,2435
100,Ulm University of Applied Sciences,2424
101,KTH Royal Institute of Technology,2386
102,The University of Newcastle,2328
103,Università degli Studi di Trento,2303
104,Indian Institute of Technology Bombay,2302
105,Oxford Brookes University,2245
106,University of Technology Sydney,2214
107,Tongji University,2180
108,Universität Duisburg-Essen,2116
109,University of Toronto,2095
110,Wroclaw University of Technology,2041
111,University of Illinois at Urbana-Champaign,2035
112,Hochschule für Angewandte Wissenschaften Hof,2019
113,Università degli Studi di Parma,2014
114,Technische Universität Clausthal,1983
115,Pimpri Chinchwad College Of Engineering,1974
116,Technische Universität Ilmenau,1958
117,K. J. Somaiya College of Engineering,1954
118,Hochschule Landshut,1940
119,Universität Bremen,1895
120,California State Polytechnic University - San Luis Obispo,1892
121,San José State University,1891
122,University of Tasmania,1860
123,Universidad Pontificia Comillas,1857
124,University of California Davis,1844
125,University of Iceland,1789
126,Lund University,1720
127,Virginia Polytechnic Institute and State University,1697
128,Purdue University - West Lafayette,1672
129,Curtin University,1655
130,University of Texas at Austin,1654
131,Hochschule Mannheim,1643
132,University of Western Australia,1615
133,Universidad Politécnica de Madrid (UPM),1590
134,University of New South Wales,1581
135,University of Stavanger,1521
136,Kennesaw State University,1504
137,Friedrich-Alexander-Universität Erlangen-Nürnberg,1500
138,Rochester Institute of Technology,1489
139,Tohoku University,1469
140,Universität Kassel,1463
141,Western University,1453
142,University Of Hertfordshire,1443
143,Ruhr-Universität Bochum,1434
144,University of Strathclyde,1434
145,UAS Kempten,1427
146,Hochschule Karlsruhe,1419
147,Cornell University,1404
148,Shizuoka Institute of Science and Technology,1404
149,Hochschule Darmstadt UAS,1403
150,Technische Universität Chemnitz,1394
151,The University of Akron,1370
152,Toyota Technical College Nagoya,1317
153,Saarland University,1258
154,Jilin University,1216
155,Università di Pisa,1189
156,Ecole Nationale d'Ingénieurs de Metz,1186
157,University of Nottingham,1178
158,University of Melbourne,1166
159,Ben-Gurion University of the Negev,1149
160,Indian Institute of Technology Delhi,1133
161,Liaoning University of Technology,1126
162,Technische Universität Dortmund,1122
163,University of Surrey,1112
164,Iwate University,1099
165,Moscow State Automobile & Road Technical University - MADI,1098
166,University of Manitoba,1092
167,Ghent University,1077
168,Toyohashi University of Technology,1066
169,Democritus University of Thrace,1056
170,National University of Singapore,1017
171,University of Minnesota Twin Cities,1015
172,Universidade Estadual de Campinas,1000
173,Queensland University of Technology,981
174,HES-SO Valais-Wallis,978
175,Missouri University of Science and Technology,962
176,Smt. Kashibai Navale College of Engineering,948
177,University of Texas at Arlington,932
178,University of Agder,922
179,Harbin Institute of Technology at Weihai,913
180,Vitoria-University of the Basque Country,907
181,Dwarkadas. J. Sanghvi College of Engineering,896
182,Loughborough University,894
183,University of Warwick,891
184,Linköping University,883
185,The University of Tokyo,872
186,University of Southampton,868
187,Otto-von-Guericke-Universität Magdeburg,861
188,Concordia University,849
189,Warsaw University of Technology,846
190,Imperial College London,845
191,Hochschule Ruhr West - UAS,810
192,Zürcher Hochschule für Angewandte Wissenschaften,808
193,University of British Columbia - Vancouver,766
194,Queen's University Belfast,759
195,University of Birmingham,756
196,MIT World Peace University,743
197,Sardar Patel College of Engineering Mumbai,738
198,Guangdong University of Technology,734
199,University of South Australia,732
200,Istanbul Technical University,714
201,Yıldız Technical University,703
202,University of Glasgow,687
203,Olin College of Engineering,639
204,Indian Institute of Technology Roorkee,636
205,Hochschule Düsseldorf,635
206,Technische Hochschule Ostwestfalen-Lippe,622
207,University of New Mexico,604
208,Western Washington University,600
209,AGH University of Science and Technology,599
210,Thomas More Mechelen - De Nayer,596
211,Griffith University,593
212,Coventry University,591
213,Auburn University,560
214,University of California Berkeley,553
215,Columbia University,546
216,University of Waterloo,545
217,Pennsylvania State University,518
218,San Diego State University,511
219,Hubei University of Automotive Technology,508
220,Poznan University of Technology,501
221,University of Porto,501
222,McMaster University,498
223,Beijing Institute of Technology,497
224,Instituto Superior de Engenharia de Lisboa,496
225,Hochschule Niederrhein,488
226,VIT University - Vellore,486
227,Lancaster  University,480
228,Brunel University London,479
229,Università degli Studi di Napoli Federico II,471
230,Shizuoka University,469
231,University of Missouri,459
232,Fachhochschule Stralsund,457
233,Technical University of Denmark,456
234,University of Sussex,456
235,University of Florida,449
236,Hefei University of Technology,448
237,Heriot-Watt University,439
238,Technical University of Cluj-Napoca,428
239,Universidad de Oviedo,419
240,Karlstad University,410
241,University of Ontario Institute of Technology,407
242,Centro Universitário da FEI,405
243,National Taipei University of Technology,399
244,Sepuluh Nopember Institute of Technology,399
245,The University of Michigan-Dearborn,386
246,Ramaiah Institute of Technology,385
247,Toronto Metropolitan University,384
248,Hochschule für Technik und Wirtschaft Mittweida,379
249,Technion - Israel Institute of Technology,371
250,Rutgers The State University of New Jersey,370
251,University of Maryland,341
252,Universidad Politécnica de Cartagena,339
253,Delhi Technological University,336
254,California Institute of Technology,335
255,University College Dublin,330
256,Vrije Universiteit Brussel,330
257,Kanagawa University,327
258,Silesian University of Technology,325
259,University of Cincinnati,323
260,California Baptist University,320
261,Cairo University,318
262,University of Liverpool,318
263,Rensselaer Polytechnic Institute,317
264,Niigata Institute of Technology,316
265,Central South University - Changsha,314
266,Nanyang Technological University,314
267,University of North Carolina at Asheville,313
268,Gadjah Mada University,310
269,ESTACA - West (Ecole Supérieure des Techniques Aéronautiques et de Construction Automobile),300
270,University of Nevada - Reno,296
271,Kingston University,291
272,Kanagawa Institute of Technology,283
273,University of Utah,281
274,University of California Riverside,280
275,University of Southern California,275
276,Università degli studi di Trieste,273
277,Liverpool John Moores University,270
278,Texas A&M University,260
279,National University of Sciences and Technology - Karachi,254
280,National Taiwan University,238
281,PSG Institute of Technology and Applied Research,232
282,University of Windsor,229
283,University of Kansas,226
284,University of California Santa Barbara,222
285,University of Kocaeli,219
286,Nissan Automobile Technical College Kyoto,215
287,Ryerson University,212
288,Northwestern University,207
289,University of Oxford,207
290,Drexel University,206
291,Newcastle University,205
292,Ain Shams University,204
293,MCT's Rajiv Gandhi Institute of Technology,188
294,University of California - Santa Cruz,179
295,Duale Hochschule Baden-Württemberg Mosbach,177
296,National Cheng Kung University,174
297,North Carolina State University,174
298,University of Belgrade (Универзитет у Београду),174
299,R.V.College of Engineering,173
300,Dalhousie University,168
301,Portland State University,168
302,Universidad Nacional Autónoma de México,157
303,Kookmin University,153
304,University of Colorado - Colorado Springs,152
305,VIT University - Chennai,151
306,Texas A&M University at Qatar,148
307,ESTACA - Paris-Saclay (Ecole Supérieure des Techniques Aéronautiques et de Construction Automobile),147
308,University of Bristol,142
309,University of North Carolina at Charlotte,142
310,Belgorod state technological university named after V. G. Shukhov,136
311,University of Iowa,134
312,Manchester Metropolitan University,133
313,Universidad Politecnica Salesiana,133
314,SRM Institute of Science and Technology - Kattankulathur,131
315,Louisiana State University,128
316,King Mongkut's University of Technology Thonburi,127
317,Pakistan Institute of Engineering & Applied Sciences,120
318,University of Texas at San Antonio,119
319,Universität der Bundeswehr München,119
320,Cooper Union,116
321,University of New South Wales - Australian Defence Force Academy,114
322,University of Leicester,106
323,University of Victoria,104
324,University of Burgundy - ISAT,101
325,Seikei University,94
326,Guangxi Science and Technology University Lushan College,93
327,Rajshahi University of Engineering & Technology,86
328,University of California Irvine,84
329,The Hague University of Applied Sciences,79
330,Daido Institute of Technology,75
331,Universidad de Castilla-La Mancha,64
332,University of La Laguna,63
333,Shizuoka Professional College of Automobile Technology,43
334,ECAM LaSalle - Campus de Lyon,39
335,Islamic Azad University of Karaj,38
336,Hanze University of Applied Sciences Groningen,35
337,Rhein-Waal University of Applied Sciences,22
338,Kyushu Institute of Technology,8
339,University of Alcalá,7
340,The Hong Kong Polytechnic University,5
341,Tokyo University of Technology,5
