Rank,University,Lowest Place,#
1,ETH Zürich,1st,7
2,TU Delft,1st,6
3,Universität Stuttgart,1st,6
4,Technische Universität Bergakademie Freiberg,1st,4
5,University of Queensland,1st,4
6,Barcelona School of Industrial Engineering - ETSEIB - UPC,1st,3
7,Escola Superior d'Enginyeries Industrial Aeroespacial i Audiovisual de Terrassa (UPC),1st,3
8,Escola Superior d'Enginyeries Industrial Aeroespacial i Audiovisual de Terrassa (UPC),1st,3
9,Karlsruhe Institute of Technology,1st,3
10,RMIT University,1st,3
11,Tallinn TU UAS,1st,3
12,Technische Hochschule Augsburg,1st,3
13,University of Bath,1st,3
14,Carnegie Mellon University,1st,2
15,Fachhochschule München,1st,2
16,Hochschule für angewandte Wissenschaft und Kunst HildesheimHolzmindenGöttingen,1st,2
17,Kennesaw State University,1st,2
18,Pimpri Chinchwad College Of Engineering,1st,2
19,Technische Universität Berlin,1st,2
20,Technische Universität Graz,1st,2
21,UAS Würzburg-Schweinfurt,1st,2
22,Universidade de Lisboa - Instituto Superior Técnico,1st,2
23,University of Applied Sciences Ravensburg-Weingarten,1st,2
24,University of Patras,1st,2
25,Duale Hochschule Baden-Württemberg Stuttgart,1st,1
26,Fachhochschule Joanneum Graz,1st,1
27,Griffith University,1st,1
28,Hochschule Aalen - Technik und Wirtschaft,1st,1
29,Hochschule Bonn-Rhein-Sieg,1st,1
30,Hochschule Karlsruhe,1st,1
31,Hochschule Pforzheim,1st,1
32,Hubei University of Automotive Technology,1st,1
33,Indian Institute of Technology Delhi,1st,1
34,McGill University,1st,1
35,Monash University,1st,1
36,Politecnico di Milano,1st,1
37,Politecnico di Torino,1st,1
38,Rheinisch-Westfälische Technische Hochschule Aachen,1st,1
39,Rheinland-Pfälzische Technische Universität Kaiserslautern-Landau,1st,1
40,Saarland University,1st,1
41,Slovak University of Technology in Bratislava,1st,1
42,Technical University of Munich,1st,1
43,Technische Universiteit Eindhoven,1st,1
44,Technische Universität Hamburg,1st,1
45,Technische Universität Wien,1st,1
46,University of Adelaide,1st,1
47,University of California Davis,1st,1
48,University of Pennsylvania,1st,1
49,University of Strathclyde,1st,1
50,University of the Basque Country,1st,1
51,Università degli studi di Padova,1st,1
52,Westsächsische Hochschule Zwickau,1st,1
53,Fachhochschule für Wirtschaft und Technik,2nd,2
54,Georgia Institute of Technology,2nd,2
55,Universität Bayreuth,2nd,2
56,Barcelona East School of Engineering - EEBE - UPC,2nd,1
57,Brno University of Technology,2nd,1
58,Budapest University of Technology and Economics,2nd,1
59,California State Polytechnic University - San Luis Obispo,2nd,1
60,Dwarkadas. J. Sanghvi College of Engineering,2nd,1
61,Friedrich-Alexander-Universität Erlangen-Nürnberg,2nd,1
62,GFR DHBW Ravensburg & Oregon State University,2nd,1
63,GFR DHBW Ravensburg & Oregon State University,2nd,1
64,Ghent University,2nd,1
65,Harbin Institute of Technology at Weihai,2nd,1
66,Indian Institute of Technology Bombay,2nd,1
67,K. J. Somaiya College of Engineering,2nd,1
68,KU Leuven - Group T Campus,2nd,1
69,Leibniz Universität Hannover,2nd,1
70,Missouri University of Science and Technology,2nd,1
71,Ostbayerische Technische Hochschule Amberg-Weiden (OTH),2nd,1
72,Ostbayerische Technische Hochschule Regensburg,2nd,1
73,San José State University,2nd,1
74,Technische Universität Dresden,2nd,1
75,University of Glasgow,2nd,1
76,University Of Hertfordshire,2nd,1
77,University of Seville,2nd,1
78,University of Southern Denmark,2nd,1
79,University of Tasmania,2nd,1
80,University of Western Australia,2nd,1
81,Università degli Studi di Trento,2nd,1
82,Zürcher Hochschule für Angewandte Wissenschaften,2nd,1
83,École de Technologie Superieure,2nd,1
84,National Technical University of Athens,3rd,2
85,Oxford Brookes University,3rd,2
86,University of Auckland,3rd,2
87,University of Technology Sydney,3rd,2
88,University of Technology Sydney,3rd,2
89,Université Laval,3rd,2
90,Aristotle University of Thessaloniki,3rd,1
91,Brunel University London,3rd,1
92,Curtin University,3rd,1
93,Czech Technical University in Prague,3rd,1
94,Deggendorf Institute of Technology,3rd,1
95,Fachhochschule Kiel,3rd,1
96,Hochschule für Angewandte Wissenschaften Hamburg,3rd,1
97,Jilin University,3rd,1
98,Norwegian University of Science and Technology,3rd,1
99,Ostfalia University of Applied Sciences,3rd,1
100,Smt. Kashibai Navale College of Engineering,3rd,1
101,Technische Universität Darmstadt,3rd,1
102,Toronto Metropolitan University,3rd,1
103,Ulm University of Applied Sciences,3rd,1
104,University of Texas at San Antonio,3rd,1
105,University of Waterloo,3rd,1
106,Yıldız Technical University,3rd,1
107,École Polytechnique de Montréal,3rd,1
108,Chalmers University of Technology,4th,2
109,Helsinki Metropolia University of Applied Sciences,4th,2
110,Università degli Studi di Roma La Sapienza,4th,2
111,Alma Mater Studiorum - Università di Bologna,4th,1
112,Fachhochschule Osnabrück,4th,1
113,Georg-Simon-Ohm-Hochschule Nürnberg,4th,1
114,Indian Institute of Technology Madras,4th,1
115,Liaoning University of Technology,4th,1
116,Sardar Patel College of Engineering Mumbai,4th,1
117,Sardar Patel College of Engineering Mumbai,4th,1
118,TECNUN - University of Navarra,4th,1
119,University of Birmingham,4th,1
120,University of Canterbury,4th,1
121,University of Southampton,4th,1
122,University of Wollongong,4th,1
123,Università degli Studi di Parma,4th,1
124,Università di Pisa,4th,1
125,Virginia Polytechnic Institute and State University,4th,1
126,Western University,4th,1
127,Hochschule Esslingen,5th,4
128,Queensland University of Technology,5th,2
129,École Polytechnique Fédérale de Lausanne,5th,2
130,Concordia University,5th,1
131,Delhi Technological University,5th,1
132,Hochschule RheinMain,5th,1
133,Kookmin University,5th,1
134,Massachusetts Institute of Technology,5th,1
135,National University of Sciences and Technology - Karachi,5th,1
136,Technische Hochschule Ingolstadt,5th,1
137,The University of Michigan-Dearborn,5th,1
138,Universidad Pontificia Comillas,5th,1
139,University of Ljubljana,5th,1
140,University of Manitoba,5th,1
141,University of Michigan - Ann Arbor,5th,1
142,University of Minnesota Twin Cities,5th,1
143,University of New South Wales,5th,1
144,University of Zagreb,5th,1
145,Universität Bremen,5th,1
146,Universität Siegen,5th,1
147,VIT University - Vellore,5th,1
148,Leopold-Franzens-Universität Innsbruck,6th,2
149,Ain Shams University,6th,1
150,Duale Hochschule Baden-Württemberg - Mannheim,6th,1
151,Duale Hochschule Baden-Württemberg Mosbach,6th,1
152,MIT World Peace University,6th,1
153,Moscow State Automobile & Road Technical University - MADI,6th,1
154,Moscow State Automobile & Road Technical University - MADI,6th,1
155,R.V.College of Engineering,6th,1
156,Rajiv Gandhi Institute of Technology - Kottayam,6th,1
157,Technische Universität Chemnitz,6th,1
158,University of Iowa,6th,1
159,University of Melbourne,6th,1
160,University of North Carolina at Asheville,6th,1
