Rank,University,Lowest Place,#
1,ETH Zürich,1st,18
2,Universität Stuttgart,1st,15
3,Technische Universität Dresden,1st,7
4,Duale Hochschule Baden-Württemberg Stuttgart,1st,5
5,Karlsruhe Institute of Technology,1st,5
6,Tallinn TU UAS,1st,5
7,TU Delft,1st,5
8,Technical University of Munich,1st,4
9,University of Auckland,1st,3
10,Fachhochschule Joanneum Graz,1st,2
11,Georgia Institute of Technology,1st,2
12,GFR DHBW Ravensburg & Oregon State University,1st,2
13,GFR DHBW Ravensburg & Oregon State University,1st,2
14,Hochschule Bonn-Rhein-Sieg,1st,2
15,Nagoya University,1st,2
16,Rheinisch-Westfälische Technische Hochschule Aachen,1st,2
17,Technische Universität Darmstadt,1st,2
18,Universidade de Lisboa - Instituto Superior Técnico,1st,2
19,Budapest University of Technology and Economics,1st,1
20,Carnegie Mellon University,1st,1
21,Czech Technical University in Prague,1st,1
22,Helsinki Metropolia University of Applied Sciences,1st,1
23,Leibniz Universität Hannover,1st,1
24,Massachusetts Institute of Technology,1st,1
25,McGill University,1st,1
26,National Technical University of Athens,1st,1
27,Norwegian University of Science and Technology,1st,1
28,Ostbayerische Technische Hochschule Amberg-Weiden (OTH),1st,1
29,Ostfalia University of Applied Sciences,1st,1
30,Pimpri Chinchwad College Of Engineering,1st,1
31,RMIT University,1st,1
32,Shenzhen Technology University,1st,1
33,Technische Universiteit Eindhoven,1st,1
34,Technische Universität Graz,1st,1
35,Technische Universität Wien,1st,1
36,Tongji University,1st,1
37,University of Pennsylvania,1st,1
38,University of the Basque Country,1st,1
39,Westsächsische Hochschule Zwickau,1st,1
40,Fachhochschule München,2nd,3
41,Monash University,2nd,3
42,Università degli studi di Padova,2nd,2
43,Barcelona School of Industrial Engineering - ETSEIB - UPC,2nd,1
44,Fachhochschule Kiel,2nd,1
45,Jilin University,2nd,1
46,KU Leuven - Group T Campus,2nd,1
47,Oxford Brookes University,2nd,1
48,Politecnico di Milano,2nd,1
49,Swinburne University of Technology,2nd,1
50,Technische Hochschule Augsburg,2nd,1
51,UAS Kempten,2nd,1
52,UAS Würzburg-Schweinfurt,2nd,1
53,Universidade Estadual de Campinas,2nd,1
54,University of Applied Sciences Ravensburg-Weingarten,2nd,1
55,University of Canterbury,2nd,1
56,University of Michigan - Ann Arbor,2nd,1
57,Universität Bayreuth,2nd,1
58,École de Technologie Superieure,2nd,1
59,École Polytechnique de Montréal,2nd,1
60,Politecnico di Torino,3rd,4
61,Escola Superior d'Enginyeries Industrial Aeroespacial i Audiovisual de Terrassa (UPC),3rd,2
62,Escola Superior d'Enginyeries Industrial Aeroespacial i Audiovisual de Terrassa (UPC),3rd,2
63,Bern University of Applied Sciences,3rd,1
64,Harbin Institute of Technology at Weihai,3rd,1
65,Hochschule Mannheim,3rd,1
66,Missouri University of Science and Technology,3rd,1
67,Ostbayerische Technische Hochschule Regensburg,3rd,1
68,Purdue University - West Lafayette,3rd,1
69,Rochester Institute of Technology,3rd,1
70,Technische Hochschule Ingolstadt,3rd,1
71,University of Adelaide,3rd,1
72,University of Bath,3rd,1
73,University of Ljubljana,3rd,1
74,University of Patras,3rd,1
75,University of Queensland,3rd,1
76,University of Washington,3rd,1
