Rank,University,Points
1,Universidade Estadual de Campinas,95.0
2,Nagoya University,91.69
3,Carnegie Mellon University,75.32
4,Georgia Institute of Technology,74.38
5,Rochester Institute of Technology,64.1
6,University of Auckland,63.22
7,Universität Stuttgart,61.69
8,Tallinn TU UAS,59.64
9,ETH Zürich,59.46
10,Duale Hochschule Baden-Württemberg Stuttgart,57.97
11,Monash University,57.8
12,TU Delft,57.26
13,National Tsing Hua University,55.74
14,Massachusetts Institute of Technology,54.06
15,University of Canterbury,53.53
16,Fachhochschule Joanneum Graz,51.31
17,Karlsruhe Institute of Technology,50.01
18,Technical University of Munich,48.26
19,University of Michigan - Ann Arbor,48.26
20,Ulm University of Applied Sciences,47.56
21,Westsächsische Hochschule Zwickau,46.36
22,Technische Universität Dresden,46.16
23,Jilin University,44.6
24,Tongji University,40.5
25,Liaoning University of Technology,40.43
26,Czech Technical University in Prague,39.88
27,Norwegian University of Science and Technology,38.9
28,University of Toronto,38.85
29,Technische Universiteit Eindhoven,38.69
30,Budapest University of Technology and Economics,38.65
31,GFR DHBW Ravensburg & Oregon State University,38.59
32,Rheinisch-Westfälische Technische Hochschule Aachen,36.36
33,Ostbayerische Technische Hochschule Amberg-Weiden (OTH),36.3
34,Cornell University,35.8
35,Politecnico di Torino,35.76
36,Hochschule Bonn-Rhein-Sieg,35.5
37,Technische Universität Hamburg,34.64
38,University of Adelaide,34.48
39,Warsaw University of Technology,33.7
40,Chalmers University of Technology,33.29
41,Central South University - Changsha,33.24
42,Technische Hochschule Augsburg,33.1
43,The University of Newcastle,32.79
44,UAS Würzburg-Schweinfurt,32.66
45,Swinburne University of Technology,32.52
46,Coventry University,32.45
47,University of New South Wales,32.13
48,Politecnico di Milano,31.94
49,Ostfalia University of Applied Sciences,31.73
50,Università degli Studi di Parma,31.69
51,Curtin University,31.57
52,École de Technologie Superieure,31.49
53,Fachhochschule München,31.3
54,Università degli studi di Padova,31.08
55,RMIT University,30.9
56,École Polytechnique de Montréal,30.74
57,Leopold-Franzens-Universität Innsbruck,30.17
58,University of Tasmania,30.11
59,Technische Universität Graz,29.37
60,Hubei University of Automotive Technology,29.0
61,Aristotle University of Thessaloniki,28.95
62,McGill University,28.83
63,Georg-Simon-Ohm-Hochschule Nürnberg,28.74
64,University of Ljubljana,28.2
65,Escola Superior d'Enginyeries Industrial Aeroespacial i Audiovisual de Terrassa (UPC),26.96
66,The University of Tokyo,26.88
67,Hochschule Esslingen,26.79
68,University of Applied Sciences Ravensburg-Weingarten,26.54
69,Universidade de Lisboa - Instituto Superior Técnico,26.45
70,Nissan Automobile Technical College Kyoto,26.4
71,National University of Singapore,25.75
72,University of Queensland,25.61
73,Bern University of Applied Sciences,25.55
74,Universität Paderborn,25.1
75,Universität Bayreuth,24.83
76,Technische Universität Bergakademie Freiberg,24.74
77,Fachhochschule Kiel,24.48
78,Technische Universität Darmstadt,24.27
79,Escola Tècnica Superior d'Enginyeria Industrial de Barcelona - Universitat Politècnica de Catalunya,23.69
80,Pennsylvania State University,23.55
81,Virginia Polytechnic Institute and State University,23.15
82,University of Wisconsin-Madison,22.9
83,Missouri University of Science and Technology,22.85
84,Iwate University,22.84
85,Technische Universität Wien,22.56
86,The University of Akron,22.5
87,Hochschule Pforzheim,22.37
88,KU Leuven - Group T Campus,22.28
89,University of Western Australia,22.1
90,Technische Hochschule Ingolstadt,21.2
91,University of the Basque Country,20.99
92,National Technical University of Athens,20.86
93,University of Wollongong,20.55
94,University of Pennsylvania,20.0
95,Helsinki Metropolia University of Applied Sciences,19.71
96,Guangdong University of Technology,19.3
97,Universität Siegen,18.83
98,Leibniz Universität Hannover,18.61
