Rank,University,Points
1,Indian Institute of Technology Bombay,511.52
2,K. J. Somaiya College of Engineering,402.88
3,Indian Institute of Technology Delhi,288.29
4,Pimpri Chinchwad College Of Engineering,278.8
5,Dwarkadas. J. Sanghvi College of Engineering,270.06
6,Delhi Technological University,256.88
7,Indian Institute of Technology Roorkee,241.12
8,VIT University - Vellore,222.24
9,MIT World Peace University,197.31
10,Sardar Patel College of Engineering Mumbai,192.07
11,Ramaiah Institute of Technology,119.11
12,Smt. Kashibai Navale College of Engineering,114.52
13,PSG Institute of Technology and Applied Research,89.05
14,R.V.College of Engineering,86.0
15,VIT University - Chennai,55.9
16,MCT's Rajiv Gandhi Institute of Technology,53.63
17,SRM Institute of Science and Technology - Kattankulathur,41.49
