Rank,University,Points
1,Indian Institute of Technology Bombay,493.73
2,Indian Institute of Technology Delhi,390.0
3,K. J. Somaiya College of Engineering,342.0
4,VIT University - Vellore,158.37
5,Dwarkadas. J. Sanghvi College of Engineering,104.0
6,Pimpri Chinchwad College Of Engineering,100.0
7,Smt. Kashibai Navale College of Engineering,93.67
8,MIT World Peace University,92.67
9,Ramaiah Institute of Technology,73.33
10,Sardar Patel College of Engineering Mumbai,72.8
11,R.V.College of Engineering,72.34
12,Indian Institute of Technology Roorkee,58.9
13,SRM Institute of Science and Technology - Kattankulathur,48.87
14,MCT's Rajiv Gandhi Institute of Technology,48.67
15,VIT University - Chennai,42.0
16,Delhi Technological University,39.67
17,PSG Institute of Technology and Applied Research,34.13
