Rank,University,Points
1,Smt. Kashibai Navale College of Engineering,93.67
2,MIT World Peace University,92.67
3,Pimpri Chinchwad College Of Engineering,90.25
4,K. J. Somaiya College of Engineering,87.8
5,Indian Institute of Technology Delhi,78.41
6,Ramaiah Institute of Technology,73.33
7,Sardar Patel College of Engineering Mumbai,72.8
8,R.V.College of Engineering,72.34
9,Indian Institute of Technology Roorkee,62.4
10,Indian Institute of Technology Bombay,54.86
11,Dwarkadas. J. Sanghvi College of Engineering,52.0
12,SRM Institute of Science and Technology - Kattankulathur,48.87
13,MCT's Rajiv Gandhi Institute of Technology,48.67
14,VIT University - Chennai,42.0
15,VIT University - Vellore,39.59
16,PSG Institute of Technology and Applied Research,34.13
17,Delhi Technological University,19.84
