Rank,University,Points
1,Pimpri Chinchwad College Of Engineering,140.0
2,Smt. Kashibai Navale College of Engineering,100.18
3,MIT World Peace University,98.08
4,PSG Institute of Technology and Applied Research,92.95
5,Indian Institute of Technology Bombay,89.94
6,Ramaiah Institute of Technology,88.88
7,Sardar Patel College of Engineering Mumbai,86.49
8,K. J. Somaiya College of Engineering,86.1
9,MCT's Rajiv Gandhi Institute of Technology,85.7
10,Indian Institute of Technology Roorkee,81.0
11,Indian Institute of Technology Delhi,76.55
12,Dwarkadas. J. Sanghvi College of Engineering,58.6
13,VIT University - Chennai,52.6
14,SRM Institute of Science and Technology - Kattankulathur,40.82
15,VIT University - Vellore,35.05
16,R.V.College of Engineering,23.47
17,Delhi Technological University,0.0
