Rank,University,Points
1,Indian Institute of Technology Bombay,1034.13
2,K. J. Somaiya College of Engineering,586.4
3,Pimpri Chinchwad College Of Engineering,567.5
4,Indian Institute of Technology Delhi,432.75
5,Dwarkadas. J. Sanghvi College of Engineering,341.18
6,Indian Institute of Technology Roorkee,325.58
7,Sardar Patel College of Engineering Mumbai,318.24
8,MIT World Peace University,315.04
9,Smt. Kashibai Navale College of Engineering,225.18
10,Ramaiah Institute of Technology,194.88
11,VIT University - Vellore,165.2
12,PSG Institute of Technology and Applied Research,121.62
13,MCT's Rajiv Gandhi Institute of Technology,85.7
14,VIT University - Chennai,52.6
15,SRM Institute of Science and Technology - Kattankulathur,40.82
16,Delhi Technological University,38.94
17,R.V.College of Engineering,34.66
